Species,Min Elevation Bracket,Max Elevation Bracket
Naucleopsis ulei,100-199,1600-1699
Nealchornea yapurensis,100-199,900-999
Nectandra acuminata,300-399,300-399
Nectandra acutifolia,300-399,2100-2199
Nectandra cissiflora,200-299,1800-1899
Nectandra cuspidata,200-299,1800-1899
Nectandra discolor,1300-1399,2700-2799
Nectandra laurel,1200-1299,2700-2799
Nectandra lineata,1100-1199,1300-1399
Nectandra lineatifolia,200-299,1800-1899
Nectandra longifolia,200-299,2000-2099
Nectandra membranacea,200-299,2300-2399
Nectandra obtusata,1000-1099,2000-2099
Nectandra olida,1100-1199,2300-2399
Nectandra pulverulenta,100-199,900-999
Nectandra reticulata,200-299,2700-2799
Nectandra utilis,2300-2399,2800-2899
Neea divaricata,100-199,1500-1599
Neea floribunda,100-199,700-799
Neea macrophylla,300-399,1100-1199
Neea ovalifolia,200-299,900-999
Neea parviflora,100-199,800-899
Neea spruceana,100-199,1400-1499
Neea virens,100-199,1500-1599
Nordenstamia cajamarcensis,2300-2399,2600-2699
Notopleura macrophylla,200-299,2100-2199
Notopleura siggersiana,100-199,100-199
Ochroma pyramidale,200-299,1700-1799
Ocotea aciphylla,100-199,2500-2599
Ocotea arnottiana,2100-2199,3100-3199
Ocotea benthamiana,2500-2599,2600-2699
Ocotea bofo,200-299,2500-2599
Ocotea cernua,100-199,1600-1699
Ocotea costulata,100-199,400-499
Ocotea cuneifolia,100-199,1700-1799
Ocotea floribunda,900-999,2300-2399
Ocotea guianensis,600-699,1300-1399
Ocotea insularis,200-299,1800-1899
Ocotea javitensis,200-299,2000-2099
Ocotea jelskii,2300-2399,2300-2399
Ocotea karsteniana,1900-1999,1900-1999
Ocotea leucoxylon,300-399,1600-1699
Ocotea longifolia,200-299,1800-1899
Ocotea mandonii,2200-2299,2200-2299
Ocotea micans,2200-2299,2200-2299
Ocotea oblonga,200-299,2000-2099
Ocotea obovata,200-299,1200-1299
Ocotea olivacea,300-399,900-999
Ocotea ovalifolia,200-299,200-299
Ocotea pedanomischa,2000-2099,2500-2599
Ocotea puberula,300-399,1600-1699
Ocotea tessmannii,200-299,1500-1599
Oenocarpus bataua,100-199,1300-1399
Oenocarpus mapora,100-199,1000-1099
Oenocarpus minor,100-199,200-299
Olmedia aspera,200-299,2300-2399
Oreocallis grandiflora,700-799,3800-3899
Oreopanax andreanus,3100-3199,3100-3199
Oreopanax capitatus,300-399,3000-3099
Oreopanax incisus,1000-1099,1000-1099
Oreopanax iodophyllus,1800-1899,1900-1999
Ormosia coarctata,400-499,400-499
Ossaea micrantha,1700-1799,1700-1799
Osteophloeum platyspermum,100-199,1200-1299
Otoba glycycarpa,300-399,1700-1799
Otoba parvifolia,100-199,2500-2599
Ouratea amplifolia,200-299,400-499
Ouratea pendula,100-199,600-699
Ouratea tarapotensis,300-399,400-499
Oxandra espintana,300-399,300-399
Oxandra polyantha,200-299,200-299
Palicourea amethystina,1000-1099,3300-3399
Palicourea andaluciana,2500-2599,2500-2599
Palicourea andrei,1900-1999,2000-2099
Palicourea angustifolia,1800-1899,2200-2299
Palicourea cutucuana,1400-1499,2300-2399
Palicourea demissa,1100-1199,2500-2599
Palicourea garciae,2100-2199,2500-2599
Palicourea guianensis,200-299,1800-1899
Palicourea latifolia,1600-1699,2000-2099
Palicourea lineata,1500-1599,3000-3099
Palicourea luteonivea,700-799,1800-1899
Palicourea lyristipula,100-199,3100-3199
Palicourea obovata,700-799,2100-2199
Palicourea stipularis,2000-2099,2700-2799
Palicourea subscandens,1500-1599,1700-1799
Palicourea sulphurea,500-599,2500-2599
Palicourea thyrsiflora,500-599,3200-3299
Palicourea tinctoria,100-199,2300-2399
Palicourea weberbaueri,1500-1599,3000-3099
Panopsis pearcei,2400-2499,2400-2499
Panopsis polystachya,1100-1199,1100-1199
Parapiptadenia excelsa,600-699,600-699
Parathesis adenanthera,100-199,400-499
Parinari parilis,400-499,400-499
Parodiodendron marginivillosum,700-799,700-799
Passiflora arborea,1300-1399,1700-1799
Paullinia capreolata,100-199,1800-1899
Pausandra trianae,200-299,200-299
Peltogyne paniculata,100-199,100-199
Pentacalia oronocensis,1400-1499,3000-3099
Pentagonia macrophylla,1500-1599,1500-1599
Pentagonia williamsii,300-399,600-699
Peperomia elongata,1500-1599,1500-1599
Pera glabrata,200-299,200-299
Perebea angustifolia,200-299,1900-1999
Perebea guianensis,100-199,1300-1399
Perebea humilis,100-199,600-699
Perebea xanthochyma,400-499,1200-1299
Pereskia horrida,600-699,700-799
Perrottetia gentryi,2400-2499,2400-2499
Perrottetia sessiliflora,1700-1799,2100-2199
Persea americana,200-299,3200-3299
Persea areolatocostae,300-399,1900-1999
Persea caerulea,700-799,2200-2299
Persea cuneata,1400-1499,1400-1499
Persea ferruginea,2900-2999,3000-3099
Persea mutisii,2600-2699,2700-2799
Persea nudigemma,1600-1699,1600-1699
Persea peruviana,500-599,1100-1199
Persea pseudofasciculata,100-199,1100-1199
Persea raimondii,1000-1099,1000-1099
Persea subcordata,1700-1799,2700-2799
Persea weberbaueri,1000-1099,2300-2399
Petrea pubescens,200-299,200-299
Phyllanthus acuminatus,300-399,1400-1499
Phyllanthus brasiliensis,200-299,1000-1099
Physocalymma scaberrimum,100-199,400-499
Phytolacca dioica,800-899,2300-2399
Picramnia latifolia,100-199,800-899
Picramnia sellowii,100-199,1500-1599
Athyana weinmanniifolia,800-899,1400-1499
Axinaea confusa,2500-2599,2500-2599
Axinaea lanceolata,2400-2499,2800-2899
Axinaea weberbaueri,2400-2499,2400-2499
Baccharis brachylaenoides,900-999,3400-3499
Baccharis latifolia,1400-1499,3700-3799
Baccharis oblongifolia,900-999,3300-3399
Bactris gasipaes,100-199,1600-1699
Bactris maraja,100-199,400-499
Bactris setulosa,1600-1699,2100-2199
Banara guianensis,100-199,1900-1999
Barnadesia caryophylla,1500-1599,1600-1699
Barnadesia parviflora,1100-1199,1700-1799
Bathysa australis,300-399,300-399
Batocarpus costaricensis,100-199,700-799
Batocarpus orinocensis,200-299,1600-1699
Bauhinia tarapotensis,100-199,400-499
Beilschmiedia costaricensis,500-599,2200-2299
Beilschmiedia latifolia,2200-2299,2300-2399
Beilschmiedia pendula,300-399,1800-1899
Beilschmiedia sulcata,2100-2199,2100-2199
Beilschmiedia tovarensis,1600-1699,2500-2599
Bejaria aestuans,300-399,3600-3699
Bejaria resinosa,2100-2199,3400-3499
Bellucia grossularioides,100-199,400-499
Bellucia pentamera,100-199,1000-1099
Bertiera angustifolia,600-699,600-699
Blakea mexiae,400-499,700-799
Blakea multiflora,300-399,1700-1799
Piper aduncum,100-199,3000-3099
Piper amalago,200-299,2500-2599
Piper andreanum,1300-1399,3200-3299
Piper arboreum,100-199,2500-2599
Piper augustum,100-199,1000-1099
Piper barbatum,100-199,3000-3099
Piper carpunya,1000-1099,2300-2399
Piper cernuum,100-199,100-199
Piper crassinervium,200-299,1400-1499
Piper ecuadorense,2400-2499,2700-2799
Piper grande,1600-1699,1700-1799
Piper heterophyllum,200-299,1900-1999
Piper munchanum,1400-1499,2600-2699
Piper obliquum,100-199,2700-2799
Piper perareolatum,1800-1899,2700-2799
Piper phytolaccifolium,1400-1499,1400-1499
Piper reticulatum,100-199,700-799
Piper tuberculatum,100-199,1800-1899
Piptocarpha lechleri,800-899,800-899
Piptocoma discolor,100-199,1900-1999
Pittoniotis rotata,1100-1199,1800-1899
Platymiscium gracile,300-399,400-499
Platymiscium pinnatum,700-799,700-799
Platymiscium stipulare,200-299,500-599
Platypodium elegans,200-299,200-299
Pleuranthodendron lindenii,300-399,1400-1499
Pleurothyrium cuneifolium,200-299,1600-1699
Pleurothyrium parviflorum,100-199,900-999
Pleurothyrium poeppigii,400-499,1600-1699
Pleurothyrium trianae,600-699,1200-1299
Plumeria rubra,400-499,400-499
Podocarpus magnifolius,500-599,800-899
Podocarpus oleifolius,500-599,3300-3399
Poeppigia procera,200-299,200-299
Polybotrya polybotryoides,1500-1599,1500-1599
Polylepis pauta,3300-3399,3500-3599
Porcelia ponderosa,200-299,1100-1199
Posoqueria coriacea,200-299,2200-2299
Posoqueria latifolia,100-199,1400-1499
Potalia amara,100-199,1200-1299
Poulsenia armata,100-199,900-999
Pourouma bicolor,900-999,1600-1699
Pourouma cecropiifolia,100-199,1000-1099
Pourouma guianensis,200-299,1600-1699
Pourouma melinonii,500-599,1800-1899
Pourouma minor,100-199,800-899
Pourouma mollis,200-299,1700-1799
Pouteria baehniana,300-399,1500-1599
Pouteria bangii,200-299,200-299
Pouteria bilocularis,700-799,1800-1899
Pouteria caimito,100-199,1100-1199
Pouteria campanulata,400-499,400-499
Pouteria condorensis,1000-1099,1000-1099
Pouteria cuspidata,100-199,900-999
Pouteria glomerata,100-199,200-299
Pouteria lucuma,200-299,2100-2199
Pouteria macrophylla,200-299,200-299
Pouteria multiflora,400-499,500-599
Pouteria reticulata,100-199,500-599
Pouteria torta,100-199,2500-2599
Pouteria trilocularis,200-299,800-899
Praecereus euchlorus,600-699,600-699
Prestoea acuminata,600-699,2300-2399
Protium altsonii,400-499,400-499
Protium amazonicum,300-399,700-799
Protium aracouchini,200-299,800-899
Protium divaricatum,100-199,400-499
Protium glabrescens,300-399,300-399
Protium hebetatum,200-299,2500-2599
Protium laxiflorum,600-699,600-699
Protium macrophyllum,200-299,200-299
Protium montanum,900-999,1500-1599
Protium opacum,400-499,400-499
Protium rhynchophyllum,200-299,200-299
Protium sagotianum,200-299,500-599
Protium spruceanum,400-499,500-599
Protium subserratum,100-199,900-999
Protium tenuifolium,200-299,700-799
Protium unifoliolatum,100-199,200-299
Prumnopitys harmsiana,1600-1699,1900-1999
Prumnopitys montana,1100-1199,2800-2899
Prunus debilis,200-299,2500-2599
Prunus herthae,1500-1599,1500-1599
Prunus huantensis,3100-3199,3100-3199
Prunus integrifolia,2000-2099,2400-2499
Prunus myrtifolia,300-399,300-399
Prunus pleiantha,1600-1699,1600-1699
Prunus stipulata,800-899,2700-2799
Pseudobombax septenatum,300-399,600-699
Pseudolmedia laevigata,100-199,1600-1699
Pseudolmedia laevis,100-199,2500-2599
Pseudolmedia macrophylla,100-199,1200-1299
Pseudolmedia rigida,400-499,800-899
Psidium guineense,1000-1099,2800-2899
Psychotria biaristata,1700-1799,1700-1799
Psychotria ernestii,400-499,400-499
Psychotria fortuita,1700-1799,2100-2199
Psychotria micrantha,500-599,1000-1099
Psychotria montivaga,200-299,2300-2399
Psychotria pichisensis,500-599,2300-2399
Psychotria remota,100-199,1800-1899
Pterocarpus rohrii,200-299,700-799
Purdiaea nutans,700-799,2500-2599
Qualea paraensis,400-499,700-799
Quararibea wittii,100-199,500-599
Quiina amazonica,100-199,1200-1299
Quiina cruegeriana,300-399,700-799
Quiina florida,200-299,1200-1299
Quiina pteridophylla,100-199,100-199
Randia armata,100-199,800-899
Rauvolfia sprucei,100-199,800-899
Ravenia biramosa,100-199,1100-1199
Remijia chelomaphylla,300-399,800-899
Retiniphyllum concolor,100-199,1100-1199
Retrophyllum rospigliosii,1200-1299,1700-1799
Rhamnidium elaeocarpum,200-299,400-499
Rhodostemonodaphne kunthiana,300-399,2300-2399
Richeria grandis,400-499,1700-1799
Rinorea lindeniana,200-299,400-499
Rinorea pubiflora,100-199,500-599
Rinorea viridifolia,100-199,1500-1599
Rinoreocarpus ulei,100-199,200-299
Ronabea latifolia,200-299,1000-1099
Roucheria columbiana,200-299,400-499
Roucheria laxiflora,1200-1299,1600-1699
Roupala cordifolia,2300-2399,2700-2799
Roupala monosperma,1300-1399,2500-2599
Roupala montana,300-399,1600-1699
Ruagea glabra,500-599,2700-2799
Ruagea hirsuta,2200-2299,3300-3399
Ruagea pubescens,1300-1399,1300-1399
Ruagea subviridiflora,2700-2799,2700-2799
Rudgea ciliata,1600-1699,2700-2799
Rudgea cornifolia,100-199,1800-1899
Rudgea verticillata,100-199,1800-1899
Ruizodendron ovale,200-299,500-599
Ruprechtia aperta,600-699,2000-2099
Ruprechtia laxiflora,600-699,600-699
Ryania spruceana,100-199,500-599
Salacia cordata,100-199,1800-1899
Salacia solimoesensis,100-199,100-199
Sambucus nigra,1900-1999,1900-1999
Sambucus peruviana,300-399,3200-3299
Sapindus saponaria,200-299,1800-1899
Sapium glandulosum,100-199,2100-2199
Sapium laurifolium,200-299,500-599
Sapium marmieri,100-199,700-799
Sapium stylare,1500-1599,1700-1799
Saracha punctata,2400-2499,3600-3699
Sarcaulus brasiliensis,100-199,700-799
Saurauia biserrata,2000-2099,2000-2099
Saurauia bullosa,2600-2699,2900-2999
Saurauia peruviana,1400-1499,2500-2599
Saurauia prainiana,600-699,1600-1699
Saurauia pseudostrigillosa,2000-2099,2000-2099
Saurauia stapfiana,2400-2499,2400-2499
Schinopsis peruviana,300-399,400-499
Schizocalyx obovatus ,100-199,700-799
Schizolobium parahyba,200-299,300-399
Schnella glabra,100-199,600-699
Seguieria americana,100-199,600-699
Senefeldera testiculata,100-199,100-199
Senegalia polyphylla,100-199,1200-1299
Senegalia riparia,200-299,1500-1599
Senna bacillaris,200-299,400-499
Senna loretensis,300-399,500-599
Senna mollissima,300-399,2800-2899
Senna ruiziana,100-199,1400-1499
Senna silvestris,100-199,1100-1199
Sideroxylon obtusifolium,300-399,1500-1599
Simarouba amara,200-299,1700-1799
Simira cordifolia,200-299,500-599
Simira rubescens,100-199,700-799
Siparuna aspera,500-599,2300-2399
Siparuna bifida,200-299,900-999
Siparuna cascada,1700-1799,2100-2199
Siparuna cervicornis,200-299,400-499
Siparuna cristata,100-199,500-599
Siparuna decipiens,200-299,500-599
Siparuna eggersii,1100-1199,1800-1899
Siparuna guianensis,100-199,800-899
Siparuna laurifolia,2500-2599,2700-2799
Siparuna thecaphora,100-199,1800-1899
Siparuna tomentosa,200-299,3400-3499
Siphoneugena dussii,1600-1699,2200-2299
Sisyrinchium micranthum,2200-2299,2500-2599
Sloanea brevispina,1600-1699,1600-1699
Sloanea durissima,300-399,400-499
Sloanea eichleri,300-399,300-399
Sloanea fragrans,200-299,2500-2599
Sloanea garckeana,200-299,300-399
Sloanea guianensis,100-199,800-899
Sloanea latifolia,200-299,200-299
Sloanea parvifructa,800-899,800-899
Sloanea pubescens,200-299,1600-1699
Sloanea robusta,1500-1599,1500-1599
Sloanea rufa,400-499,1200-1299
Sloanea sinemariensis,300-399,2100-2199
Sloanea terniflora,200-299,400-499
Sloanea tuerckheimii,400-499,1900-1999
Socratea exorrhiza,100-199,500-599
Socratea rostrata,700-799,1100-1199
Socratea salazarii,100-199,900-999
Solanum anceps,100-199,2600-2699
Solanum aphyodendron,1200-1299,2600-2699
Solanum asperolanatum,1100-1199,3400-3499
Solanum cucullatum,1900-1999,2500-2599
Solanum cutervanum,2600-2699,3500-3599
Solanum lepidotum,200-299,1900-1999
Solanum maturecalvans,1800-1899,3900-3999
Solanum nutans,1700-1799,3700-3799
Solanum oblongifolium,1900-1999,3100-3199
Solanum pendulum,300-399,2300-2399
Solanum riparium,200-299,2300-2399
Solanum sessile,100-199,2500-2599
Solanum trichoneuron,800-899,3000-3099
Sorocea guilleminiana,200-299,900-999
Sorocea pubivena,100-199,1100-1199
Sorocea sprucei,200-299,400-499
Sorocea steinbachii,100-199,500-599
Sorocea trophoides,200-299,1800-1899
Sphaeropteris quindiuensis,1600-1699,2400-2499
Spirotheca rosea,1500-1599,1900-1999
Spondias mombin,100-199,100-199
Spondias radlkoferi,200-299,200-299
Staphylea occidentalis,200-299,2400-2499
Stenostomum acreanum,100-199,200-299
Sterculia apetala,200-299,2500-2599
Bocconia frutescens,1000-1099,2500-2599
Bocconia integrifolia,1600-1699,3300-3399
Boehmeria caudata,1500-1599,2400-2499
Boehmeria ulmifolia,600-699,1900-1999
Bonellia mucronata,300-399,900-999
Brosimum alicastrum,200-299,600-699
Brosimum guianense,100-199,2500-2599
Brosimum lactescens,100-199,1100-1199
Brosimum rubescens,200-299,500-599
Brosimum utile,700-799,900-999
Brunellia brunnea,2200-2299,2400-2499
Brunellia dulcis,2000-2099,2200-2299
Brunellia inermis,2500-2599,2700-2799
Sterculia frondosa,200-299,600-699
Sterculia pruriens,200-299,600-699
Sterculia rebeccae,200-299,200-299
Sterculia tessmannii,200-299,500-599
Stilpnophyllum oellgaardii,200-299,2500-2599
Stryphnodendron microstachyum,200-299,400-499
Styloceras laurifolium,2700-2799,3200-3299
Stylogyne ardisioides,100-199,2500-2599
Stylogyne longifolia,200-299,300-399
Styrax foveolaria,2500-2599,3400-3499
Styrax pavonii,1800-1899,2600-2699
Styrax pentlandianus,1500-1599,2000-2099
Styrax peruvianus,1800-1899,2300-2399
Styrax vilcabambae,2200-2299,2200-2299
Swartzia myrtifolia,200-299,2500-2599
Swartzia simplex,100-199,1500-1599
Swietenia macrophylla,700-799,1600-1699
Symphonia globulifera,100-199,1200-1299
Symplocos andicola,3300-3399,3300-3399
Symplocos arechea,200-299,1600-1699
Symplocos baehnii,3100-3199,3100-3199
Symplocos bogotensis,2200-2299,2400-2499
Symplocos coriacea,2500-2599,2700-2799
Symplocos fimbriata,3400-3499,3500-3599
Symplocos fuliginosa,1600-1699,2500-2599
Symplocos fuscata,2400-2499,2400-2499
Symplocos peruviana,700-799,2300-2399
Symplocos quitensis,2700-2799,3300-3399
Symplocos reflexa,3000-3099,3000-3099
Tabebuia ochracea,1100-1199,1100-1199
Tabernaemontana cymosa,100-199,400-499
Tabernaemontana markgrafiana,100-199,200-299
Tabernaemontana sananho,100-199,1200-1299
Tachia parviflora,300-399,1000-1099
Tachigali chrysaloides,500-599,1400-1499
Tachigali peruviana,1300-1399,1300-1399
Tachigali setifera,100-199,200-299
Talisia cerasina,100-199,500-599
Talisia hexaphylla,200-299,300-399
Talisia macrophylla,200-299,600-699
Talisia obovata,400-499,700-799
Tapirira guianensis,100-199,1800-1899
Tapirira obtusa,300-399,600-699
Tapirira rubrinervis,1700-1799,1800-1899
Tapura guianensis,400-499,400-499
Tapura peruviana,100-199,300-399
Terminalia amazonia,200-299,1000-1099
Terminalia oblonga,200-299,2500-2599
Terminalia valverdeae,1500-1599,1500-1599
Ternstroemia jelskii,500-599,2800-2899
Tessaria integrifolia,100-199,2800-2899
Tetragastris altissima,100-199,600-699
Tetragastris panamensis,200-299,700-799
Tetrasida chachapoyensis,500-599,1200-1299
Tetrathylacium macrophyllum,100-199,1600-1699
Tetrorchidium macrophyllum,300-399,900-999
Tetrorchidium rubrivenium,1800-1899,2700-2799
Theobroma cacao,100-199,1400-1499
Theobroma speciosum,200-299,300-399
Theobroma subincanum,100-199,1000-1099
Tipuana tipu,1700-1799,1700-1799
Toulicia reticulata,200-299,600-699
Tournefortia cuspidata,100-199,600-699
Tournefortia fuliginosa,2400-2499,2400-2499
Tournefortia scabrida,1600-1699,3000-3099
Tovomita carinata,200-299,500-599
Tovomita stylosa,300-399,800-899
Toxicodendron striatum,400-499,1600-1699
Trattinnickia aspera,200-299,700-799
Trattinnickia burserifolia,200-299,200-299
Trema integerrima,1000-1099,1000-1099
Trema micrantha,100-199,2300-2399
Trichilia cipo,200-299,200-299
Trichilia elegans,200-299,1000-1099
Trichilia hirta,200-299,200-299
Trichilia inaequilatera,100-199,400-499
Trichilia martiana,100-199,1200-1299
Trichilia maynasiana,200-299,700-799
Trichilia micrantha,400-499,1200-1299
Trichilia pallida,100-199,2500-2599
Trichilia pleeana,200-299,2500-2599
Trichilia poeppigii,100-199,200-299
Trichilia quadrijuga,100-199,300-399
Trichilia rubra,100-199,800-899
Trichilia schomburgkii,200-299,200-299
Trichilia septentrionalis,100-199,1800-1899
Trichilia tomentosa,1200-1299,2500-2599
Triplaris americana,100-199,1100-1199
Triplaris cumingiana,700-799,2500-2599
Triplaris poeppigiana,600-699,600-699
Triplaris setosa,300-399,1000-1099
Triplaris weigeltiana,100-199,1100-1199
Trophis racemosa,100-199,1000-1099
Unonopsis guatterioides,100-199,1500-1599
Unonopsis spectabilis,200-299,600-699
Urera baccifera,100-199,2100-2199
Urera caracasana,100-199,1800-1899
Urera simplex,200-299,2800-2899
Vachellia macracantha,400-499,2600-2699
Vallea ecuadorensis,2400-2499,2400-2499
Vallea stipularis,1400-1499,3800-3899
Varronia cylindrostachya,2200-2299,2700-2799
Vasconcellea microcarpa,100-199,2400-2499
Vasconcellea quercifolia,1900-1999,2800-2899
Vatairea fusca,300-399,300-399
Verbesina arborea,3600-3699,3600-3699
Vernonanthura patens,100-199,2200-2299
Viburnum hallii,800-899,3200-3299
Viburnum reticulatum,1500-1599,2000-2099
Viburnum triphyllum,1900-1999,3600-3699
Virola calophylla,100-199,1000-1099
Virola duckei,200-299,600-699
Virola elongata,100-199,1100-1199
Virola flexuosa,100-199,700-799
Virola loretensis,100-199,200-299
Virola mollissima,200-299,200-299
Virola pavonis,200-299,1000-1099
Virola sebifera,100-199,1600-1699
Vismia baccifera,400-499,2000-2099
Vismia cayennensis,200-299,800-899
Vismia gracilis,100-199,1600-1699
Vismia guianensis,200-299,2500-2599
Vismia lateriflora,200-299,200-299
Vismia lauriformis,1400-1499,1400-1499
Vismia macrophylla,100-199,300-399
Vismia mandurr,2000-2099,2400-2499
Vismia pozuzoensis,100-199,2600-2699
Vismia sprucei,100-199,800-899
Vismia tomentosa,200-299,400-499
Vitex capitata,200-299,200-299
Vitex cymosa,100-199,100-199
Vitex triflora,100-199,700-799
Vochysia duquei,1700-1799,2300-2399
Vochysia ferruginea,500-599,1000-1099
Vochysia haenkeana,200-299,600-699
Vochysia lehmannii,2200-2299,2200-2299
Vochysia mapirensis,1000-1099,1000-1099
Warszewiczia coccinea,100-199,1500-1599
Weinmannia auriculata,2600-2699,3300-3399
Weinmannia cochensis,1200-1299,3000-3099
Weinmannia crassifolia,2300-2399,2300-2399
Weinmannia elliptica,1500-1599,3200-3299
Weinmannia fagaroides,2600-2699,3600-3699
Weinmannia glomerata,2400-2499,2600-2699
Weinmannia haenkeana,2200-2299,3300-3399
Weinmannia latifolia,2300-2399,2800-2899
Weinmannia lechleriana,2000-2099,3100-3199
Weinmannia lentiscifolia,2300-2399,2300-2399
Weinmannia mariquitae,3000-3099,3000-3099
Weinmannia microphylla,3000-3099,3200-3299
Weinmannia multijuga,2700-2799,2700-2799
Weinmannia ovata,2000-2099,3200-3299
Weinmannia pinnata,500-599,3700-3799
Weinmannia pubescens,1600-1699,2600-2699
Weinmannia reticulata,2200-2299,2900-2999
Weinmannia sorbifolia,1000-1099,2300-2399
Weinmannia subsessiliflora,1500-1599,3100-3199
Wettinia quinaria,100-199,100-199
Xanthosoma sagittifolium,700-799,1600-1699
Xylopia aromatica,200-299,400-499
Xylopia calophylla,200-299,200-299
Xylopia cuspidata,100-199,800-899
Xylopia sericea,200-299,300-399
Zanthoxylum acuminatum,200-299,400-499
Zanthoxylum fagara,300-399,2800-2899
Zanthoxylum melanostictum,2300-2399,2500-2599
Zanthoxylum quinduense,1900-1999,2200-2299
Zanthoxylum rhoifolium,100-199,1600-1699
Zanthoxylum rigidum,800-899,1200-1299
Zanthoxylum sprucei,100-199,1400-1499
Zanthoxylum tambopatense,100-199,100-199
Bunchosia argentea,200-299,200-299
Bunchosia armeniaca,100-199,1700-1799
Bunchosia pseudonitida,200-299,400-499
Bursera graveolens,100-199,2000-2099
Byrsonima arthropoda,100-199,2500-2599
Byrsonima garcibarrigae,600-699,800-899
Byrsonima poeppigiana,100-199,700-799
Byrsonima spicata,100-199,1100-1199
Byrsonima stipulacea,100-199,100-199
Cabralea canjerana,200-299,1200-1299
Calatola costaricensis,400-499,2200-2299
Calophyllum brasiliense,600-699,900-999
Calycophyllum spruceanum,100-199,900-999
Campomanesia speciosa,100-199,300-399
Capirona decorticans,200-299,600-699
Capparidastrum petiolare,300-399,2300-2399
Cariniana estrellensis,200-299,200-299
Caryocar amygdaliforme,200-299,800-899
Caryocar glabrum,100-199,1800-1899
Caryocar pallidum,200-299,200-299
Caryodaphnopsis fosteri,1100-1199,1100-1199
Casearia aculeata,100-199,1000-1099
Casearia arborea,100-199,2500-2599
Casearia cajambrensis,1700-1799,2200-2299
Casearia decandra,200-299,1700-1799
Casearia fasciculata,200-299,1500-1599
Casearia mariquitensis,100-199,100-199
Casearia obovalis,100-199,1200-1299
Casearia prunifolia,100-199,2100-2199
Casearia quinduensis,1800-1899,2200-2299
Casearia sylvestris,100-199,2300-2399
Casearia tachirensis,1100-1199,2100-2199
Casearia ulmifolia,100-199,700-799
Casearia zahlbruckneri,1800-1899,2300-2399
Castilla elastica,200-299,200-299
Castilla ulei,100-199,200-299
Cathedra acuminata,200-299,300-399
Cavanillesia hylogeiton,200-299,200-299
Cavendishia bracteata,1000-1099,3500-3599
Cavendishia pubescens,800-899,2300-2399
Cecropia andina,1700-1799,2100-2199
Cecropia angustifolia,1200-1299,2100-2199
Cecropia engleriana,200-299,300-399
Cecropia membranacea,200-299,500-599
Cecropia montana,700-799,1600-1699
Cecropia sciadophylla,200-299,400-499
Cecropia telenitida,2400-2499,2600-2699
Cedrela fissilis,200-299,700-799
Cedrela lilloi,2600-2699,2600-2699
Cedrela montana,2100-2199,2300-2399
Cedrela odorata,100-199,2800-2899
Cedrelinga cateniformis,400-499,700-799
Ceiba insignis,200-299,1700-1799
Ceiba pentandra,100-199,1700-1799
Ceiba samauma,100-199,1600-1699
Ceiba speciosa,600-699,600-699
Celtis iguanaea,100-199,1700-1799
Celtis loxensis,600-699,2500-2599
Celtis schippii,100-199,2500-2599
Centronia laurifolia,400-499,1700-1799
Ceroxylon parvifrons,2500-2599,2500-2599
Ceroxylon quindiuense,2400-2499,2400-2499
Ceroxylon vogelianum,2200-2299,3000-3099
Cespedesia spathulata,100-199,1400-1499
Cestrum conglomeratum,1600-1699,3200-3299
Cestrum humboldtii,1000-1099,2400-2499
Cestrum megalophyllum,200-299,400-499
Cestrum peruvianum,1900-1999,3500-3599
Cestrum petiolare,2300-2399,2300-2399
Cestrum racemosum,600-699,1600-1699
Chamaedorea linearis,500-599,2300-2399
Chamaedorea pinnatifrons,100-199,2300-2399
Cheiloclinium cognatum,100-199,1400-1499
Chimarrhis glabriflora,200-299,900-999
Chimarrhis hookeri,200-299,1300-1399
Chloroleucon mangense,200-299,600-699
Chomelia paniculata,300-399,1800-1899
Chomelia polyantha,300-399,400-499
Chomelia tenuiflora,100-199,1900-1999
Chrysochlamys dependens,500-599,500-599
Chrysochlamys macrophylla,300-399,600-699
Chrysochlamys membranacea,1800-1899,1800-1899
Chrysochlamys ulei,100-199,600-699
Chrysochlamys weberbaueri,100-199,1700-1799
Chrysophyllum amazonicum,400-499,1100-1199
Chrysophyllum argenteum,100-199,1800-1899
Chrysophyllum colombianum,700-799,700-799
Chrysophyllum manaosense,300-399,600-699
Chrysophyllum prieurii,300-399,900-999
