species,region,range
Elaeoluma glabrescens,f.-15.-20,N/A
Elaeoluma glabrescens,g.-20.-25,N/A
Endlicheria formosa,a.10.5,N/A
Endlicheria formosa,b.5.0,1400
Endlicheria formosa,c.0.-5,2100
Endlicheria formosa,d.-5.-10,1100
Endlicheria formosa,e.-10.-15,1600
Endlicheria formosa,f.-15.-20,N/A
Endlicheria formosa,g.-20.-25,N/A
Endlicheria krukovii,a.10.5,N/A
Endlicheria krukovii,b.5.0,0
Endlicheria krukovii,c.0.-5,900
Endlicheria krukovii,d.-5.-10,800
Endlicheria krukovii,e.-10.-15,1700
Endlicheria krukovii,f.-15.-20,N/A
Endlicheria krukovii,g.-20.-25,N/A
Eriotheca macrophylla,a.10.5,N/A
Eriotheca macrophylla,b.5.0,0
Eriotheca macrophylla,c.0.-5,100
Eriotheca macrophylla,d.-5.-10,0
Eriotheca macrophylla,e.-10.-15,1400
Eriotheca macrophylla,f.-15.-20,700
Eriotheca macrophylla,g.-20.-25,N/A
Erythrina amazonica,a.10.5,N/A
Erythrina amazonica,b.5.0,0
Erythrina amazonica,c.0.-5,800
Erythrina amazonica,d.-5.-10,N/A
Erythrina amazonica,e.-10.-15,2200
Erythrina amazonica,f.-15.-20,N/A
Erythrina amazonica,g.-20.-25,N/A
Erythrina ulei,a.10.5,N/A
Erythrina ulei,b.5.0,100
Erythrina ulei,c.0.-5,600
Erythrina ulei,d.-5.-10,0
Erythrina ulei,e.-10.-15,1400
Erythrina ulei,f.-15.-20,1100
Erythrina ulei,g.-20.-25,N/A
Erythroxylum squamatum,a.10.5,N/A
Erythroxylum squamatum,b.5.0,800
Erythroxylum squamatum,c.0.-5,1500
Erythroxylum squamatum,d.-5.-10,500
Erythroxylum squamatum,e.-10.-15,1400
Erythroxylum squamatum,f.-15.-20,N/A
Erythroxylum squamatum,g.-20.-25,N/A
Eschweilera andina,a.10.5,N/A
Eschweilera andina,b.5.0,200
Eschweilera andina,c.0.-5,1800
Eschweilera andina,d.-5.-10,200
Eschweilera andina,e.-10.-15,1100
Eschweilera andina,f.-15.-20,100
Eschweilera andina,g.-20.-25,N/A
Eugenia anastomosans,a.10.5,N/A
Eugenia anastomosans,b.5.0,1800
Eugenia anastomosans,c.0.-5,200
Eugenia anastomosans,d.-5.-10,0
Eugenia anastomosans,e.-10.-15,N/A
Eugenia anastomosans,f.-15.-20,N/A
Eugenia anastomosans,g.-20.-25,N/A
Eugenia muricata,a.10.5,N/A
Eugenia muricata,b.5.0,100
Eugenia muricata,c.0.-5,700
Eugenia muricata,d.-5.-10,1800
Eugenia muricata,e.-10.-15,2300
Eugenia muricata,f.-15.-20,0
Eugenia muricata,g.-20.-25,N/A
Faramea anisocalyx,a.10.5,N/A
Faramea anisocalyx,b.5.0,500
Faramea anisocalyx,c.0.-5,900
Faramea anisocalyx,d.-5.-10,1100
Faramea anisocalyx,e.-10.-15,1400
Faramea anisocalyx,f.-15.-20,300
Faramea anisocalyx,g.-20.-25,N/A
Faramea parvibractea,a.10.5,N/A
Faramea parvibractea,b.5.0,1300
Faramea parvibractea,c.0.-5,1200
Faramea parvibractea,d.-5.-10,N/A
Faramea parvibractea,e.-10.-15,0
Faramea parvibractea,f.-15.-20,N/A
Faramea parvibractea,g.-20.-25,N/A
Faramea torquata,a.10.5,N/A
Faramea torquata,b.5.0,0
Faramea torquata,c.0.-5,700
Faramea torquata,d.-5.-10,500
Faramea torquata,e.-10.-15,1000
Faramea torquata,f.-15.-20,0
Faramea torquata,g.-20.-25,N/A
Ferdinandusa chlorantha,a.10.5,N/A
Ferdinandusa chlorantha,b.5.0,1100
Ferdinandusa chlorantha,c.0.-5,1800
Ferdinandusa chlorantha,d.-5.-10,1500
Ferdinandusa chlorantha,e.-10.-15,1400
Ferdinandusa chlorantha,f.-15.-20,1300
Ferdinandusa chlorantha,g.-20.-25,N/A
Ficus cervantesiana,a.10.5,N/A
Ficus cervantesiana,b.5.0,600
Ficus cervantesiana,c.0.-5,1600
Ficus cervantesiana,d.-5.-10,0
Ficus cervantesiana,e.-10.-15,900
Ficus cervantesiana,f.-15.-20,600
Ficus cervantesiana,g.-20.-25,N/A
Ficus coerulescens,a.10.5,N/A
Ficus coerulescens,b.5.0,200
Ficus coerulescens,c.0.-5,0
Ficus coerulescens,d.-5.-10,500
Ficus coerulescens,e.-10.-15,1600
Ficus coerulescens,f.-15.-20,1000
Ficus coerulescens,g.-20.-25,N/A
Ficus gomelleira,a.10.5,N/A
Ficus gomelleira,b.5.0,300
Ficus gomelleira,c.0.-5,300
Ficus gomelleira,d.-5.-10,2200
Ficus gomelleira,e.-10.-15,1600
Ficus gomelleira,f.-15.-20,1100
Ficus gomelleira,g.-20.-25,N/A
Ficus trapezicola,a.10.5,N/A
Ficus trapezicola,b.5.0,0
Ficus trapezicola,c.0.-5,1300
Ficus trapezicola,d.-5.-10,600
Ficus trapezicola,e.-10.-15,400
Ficus trapezicola,f.-15.-20,N/A
Ficus trapezicola,g.-20.-25,N/A
Alseis peruviana,a.10.5,N/A
Alseis peruviana,b.5.0,0
Alseis peruviana,c.0.-5,N/A
Alseis peruviana,d.-5.-10,300
Alseis peruviana,e.-10.-15,300
Alseis peruviana,f.-15.-20,0
Alseis peruviana,g.-20.-25,N/A
Amanoa oblongifolia,a.10.5,N/A
Amanoa oblongifolia,b.5.0,1300
Amanoa oblongifolia,c.0.-5,N/A
Amanoa oblongifolia,d.-5.-10,N/A
Amanoa oblongifolia,e.-10.-15,0
Amanoa oblongifolia,f.-15.-20,800
Amanoa oblongifolia,g.-20.-25,N/A
Anacardium giganteum,a.10.5,N/A
Anacardium giganteum,b.5.0,0
Anacardium giganteum,c.0.-5,0
Anacardium giganteum,d.-5.-10,0
Anacardium giganteum,e.-10.-15,N/A
Anacardium giganteum,f.-15.-20,N/A
Anacardium giganteum,g.-20.-25,N/A
Aniba hostmanniana,a.10.5,N/A
Aniba hostmanniana,b.5.0,1700
Aniba hostmanniana,c.0.-5,1900
Aniba hostmanniana,d.-5.-10,900
Aniba hostmanniana,e.-10.-15,0
Aniba hostmanniana,f.-15.-20,0
Aniba hostmanniana,g.-20.-25,N/A
Annona ambotay,a.10.5,N/A
Annona ambotay,b.5.0,700
Annona ambotay,c.0.-5,1000
Annona ambotay,d.-5.-10,200
Annona ambotay,e.-10.-15,600
Annona ambotay,f.-15.-20,N/A
Annona ambotay,g.-20.-25,N/A
Annona cuspidata,a.10.5,N/A
Annona cuspidata,b.5.0,0
Annona cuspidata,c.0.-5,100
Annona cuspidata,d.-5.-10,300
Annona cuspidata,e.-10.-15,1000
Annona cuspidata,f.-15.-20,0
Annona cuspidata,g.-20.-25,N/A
Geissanthus ecuadorensis,a.10.5,N/A
Geissanthus ecuadorensis,b.5.0,0
Geissanthus ecuadorensis,c.0.-5,2000
Geissanthus ecuadorensis,d.-5.-10,N/A
Geissanthus ecuadorensis,e.-10.-15,0
Geissanthus ecuadorensis,f.-15.-20,N/A
Geissanthus ecuadorensis,g.-20.-25,N/A
Geoffroea spinosa,a.10.5,N/A
Geoffroea spinosa,b.5.0,0
Geoffroea spinosa,c.0.-5,800
Geoffroea spinosa,d.-5.-10,0
Geoffroea spinosa,e.-10.-15,1900
Geoffroea spinosa,f.-15.-20,200
Geoffroea spinosa,g.-20.-25,N/A
Grias peruviana,a.10.5,N/A
Grias peruviana,b.5.0,700
Grias peruviana,c.0.-5,2000
Grias peruviana,d.-5.-10,700
Grias peruviana,e.-10.-15,1200
Grias peruviana,f.-15.-20,N/A
Grias peruviana,g.-20.-25,N/A
Guarea gomma,a.10.5,N/A
Guarea gomma,b.5.0,0
Guarea gomma,c.0.-5,900
Guarea gomma,d.-5.-10,0
Guarea gomma,e.-10.-15,1300
Guarea gomma,f.-15.-20,100
Guarea gomma,g.-20.-25,N/A
Guatteria boliviana,a.10.5,N/A
Guatteria boliviana,b.5.0,0
Guatteria boliviana,c.0.-5,100
Guatteria boliviana,d.-5.-10,0
Guatteria boliviana,e.-10.-15,1700
Guatteria boliviana,f.-15.-20,1000
Guatteria boliviana,g.-20.-25,N/A
Guatteria glauca,a.10.5,N/A
Guatteria glauca,b.5.0,0
Guatteria glauca,c.0.-5,1100
Guatteria glauca,d.-5.-10,1700
Guatteria glauca,e.-10.-15,2400
Guatteria glauca,f.-15.-20,700
Guatteria glauca,g.-20.-25,N/A
Hedyosmum scabrum,a.10.5,N/A
Hedyosmum scabrum,b.5.0,700
Hedyosmum scabrum,c.0.-5,1500
Hedyosmum scabrum,d.-5.-10,2000
Hedyosmum scabrum,e.-10.-15,1200
Hedyosmum scabrum,f.-15.-20,2400
Hedyosmum scabrum,g.-20.-25,N/A
Heisteria nitida,a.10.5,N/A
Heisteria nitida,b.5.0,100
Heisteria nitida,c.0.-5,1100
Heisteria nitida,d.-5.-10,1500
Heisteria nitida,e.-10.-15,1100
Heisteria nitida,f.-15.-20,1100
Heisteria nitida,g.-20.-25,N/A
Helicostylis elegans,a.10.5,N/A
Helicostylis elegans,b.5.0,1200
Helicostylis elegans,c.0.-5,0
Helicostylis elegans,d.-5.-10,100
Helicostylis elegans,e.-10.-15,100
Helicostylis elegans,f.-15.-20,N/A
Helicostylis elegans,g.-20.-25,N/A
Hevea guianensis,a.10.5,N/A
Hevea guianensis,b.5.0,800
Hevea guianensis,c.0.-5,900
Hevea guianensis,d.-5.-10,900
Hevea guianensis,e.-10.-15,1000
Hevea guianensis,f.-15.-20,500
Hevea guianensis,g.-20.-25,N/A
Hieronyma asperifolia,a.10.5,N/A
Hieronyma asperifolia,b.5.0,0
Hieronyma asperifolia,c.0.-5,1300
Hieronyma asperifolia,d.-5.-10,700
Hieronyma asperifolia,e.-10.-15,1600
Hieronyma asperifolia,f.-15.-20,N/A
Hieronyma asperifolia,g.-20.-25,N/A
Hirtella macrophylla,a.10.5,N/A
Hirtella macrophylla,b.5.0,0
Hirtella macrophylla,c.0.-5,100
Hirtella macrophylla,d.-5.-10,200
Hirtella macrophylla,e.-10.-15,N/A
Hirtella macrophylla,f.-15.-20,N/A
Hirtella macrophylla,g.-20.-25,N/A
Huertea glandulosa,a.10.5,N/A
Huertea glandulosa,b.5.0,1200
Huertea glandulosa,c.0.-5,2200
Huertea glandulosa,d.-5.-10,2300
Huertea glandulosa,e.-10.-15,2300
Huertea glandulosa,f.-15.-20,N/A
Huertea glandulosa,g.-20.-25,N/A
Ilex andicola,a.10.5,N/A
Ilex andicola,b.5.0,500
Ilex andicola,c.0.-5,1500
Ilex andicola,d.-5.-10,N/A
Ilex andicola,e.-10.-15,700
Ilex andicola,f.-15.-20,800
Ilex andicola,g.-20.-25,N/A
Inga auristellae,a.10.5,N/A
Inga auristellae,b.5.0,200
Inga auristellae,c.0.-5,400
Inga auristellae,d.-5.-10,300
Inga auristellae,e.-10.-15,1100
Inga auristellae,f.-15.-20,N/A
Inga auristellae,g.-20.-25,N/A
Inga bourgonii,a.10.5,N/A
Inga bourgonii,b.5.0,1200
Inga bourgonii,c.0.-5,1500
Inga bourgonii,d.-5.-10,900
Inga bourgonii,e.-10.-15,2000
Inga bourgonii,f.-15.-20,1000
Inga bourgonii,g.-20.-25,N/A
Inga cordatoalata,a.10.5,N/A
Inga cordatoalata,b.5.0,1100
Inga cordatoalata,c.0.-5,300
Inga cordatoalata,d.-5.-10,N/A
Inga cordatoalata,e.-10.-15,800
Inga cordatoalata,f.-15.-20,N/A
Inga cordatoalata,g.-20.-25,N/A
Inga feuillei,a.10.5,N/A
Inga feuillei,b.5.0,700
Inga feuillei,c.0.-5,1100
Inga feuillei,d.-5.-10,1300
Inga feuillei,e.-10.-15,1900
Inga feuillei,f.-15.-20,900
Inga feuillei,g.-20.-25,N/A
Iochroma calycinum,a.10.5,N/A
Iochroma calycinum,b.5.0,700
Iochroma calycinum,c.0.-5,1400
Iochroma calycinum,d.-5.-10,0
Iochroma calycinum,e.-10.-15,N/A
Iochroma calycinum,f.-15.-20,N/A
Iochroma calycinum,g.-20.-25,N/A
Iryanthera juruensis,a.10.5,N/A
Iryanthera juruensis,b.5.0,600
Iryanthera juruensis,c.0.-5,1000
Iryanthera juruensis,d.-5.-10,500
Iryanthera juruensis,e.-10.-15,1100
Iryanthera juruensis,f.-15.-20,600
Iryanthera juruensis,g.-20.-25,N/A
Ixora panurensis,a.10.5,N/A
Ixora panurensis,b.5.0,1300
Ixora panurensis,c.0.-5,1600
Ixora panurensis,d.-5.-10,100
Ixora panurensis,e.-10.-15,N/A
Ixora panurensis,f.-15.-20,N/A
Ixora panurensis,g.-20.-25,N/A
Ladenbergia heterophylla,a.10.5,N/A
Ladenbergia heterophylla,b.5.0,1400
Ladenbergia heterophylla,c.0.-5,900
Ladenbergia heterophylla,d.-5.-10,0
Ladenbergia heterophylla,e.-10.-15,N/A
Ladenbergia heterophylla,f.-15.-20,N/A
Ladenbergia heterophylla,g.-20.-25,N/A
Leonia crassa,a.10.5,N/A
Leonia crassa,b.5.0,500
Leonia crassa,c.0.-5,900
Leonia crassa,d.-5.-10,400
Leonia crassa,e.-10.-15,1000
Leonia crassa,f.-15.-20,800
Leonia crassa,g.-20.-25,N/A
Licania canescens,a.10.5,N/A
Licania canescens,b.5.0,100
Licania canescens,c.0.-5,0
Licania canescens,d.-5.-10,400
Licania canescens,e.-10.-15,0
Licania canescens,f.-15.-20,N/A
Licania canescens,g.-20.-25,N/A
Licania harlingii,a.10.5,N/A
Licania harlingii,b.5.0,0
Licania harlingii,c.0.-5,800
Licania harlingii,d.-5.-10,400
Licania harlingii,e.-10.-15,600
Licania harlingii,f.-15.-20,N/A
Licania harlingii,g.-20.-25,N/A
Licania octandra,a.10.5,N/A
Licania octandra,b.5.0,0
Licania octandra,c.0.-5,N/A
Licania octandra,d.-5.-10,300
Licania octandra,e.-10.-15,100
Licania octandra,f.-15.-20,N/A
Licania octandra,g.-20.-25,N/A
Macrolobium limbatum,a.10.5,N/A
Macrolobium limbatum,b.5.0,0
Macrolobium limbatum,c.0.-5,200
Macrolobium limbatum,d.-5.-10,200
Macrolobium limbatum,e.-10.-15,200
Macrolobium limbatum,f.-15.-20,N/A
Macrolobium limbatum,g.-20.-25,N/A
Maquira calophylla,a.10.5,N/A
Maquira calophylla,b.5.0,700
Maquira calophylla,c.0.-5,2100
Maquira calophylla,d.-5.-10,300
Maquira calophylla,e.-10.-15,700
Maquira calophylla,f.-15.-20,N/A
Maquira calophylla,g.-20.-25,N/A
Matisia malacocalyx,a.10.5,N/A
Matisia malacocalyx,b.5.0,1500
Matisia malacocalyx,c.0.-5,1000
Matisia malacocalyx,d.-5.-10,N/A
Matisia malacocalyx,e.-10.-15,700
Matisia malacocalyx,f.-15.-20,N/A
Matisia malacocalyx,g.-20.-25,N/A
Mauria simplicifolia,a.10.5,N/A
Mauria simplicifolia,b.5.0,2100
Mauria simplicifolia,c.0.-5,900
Mauria simplicifolia,d.-5.-10,3000
Mauria simplicifolia,e.-10.-15,N/A
Mauria simplicifolia,f.-15.-20,N/A
Mauria simplicifolia,g.-20.-25,N/A
Mauritia flexuosa,a.10.5,N/A
Mauritia flexuosa,b.5.0,300
Mauritia flexuosa,c.0.-5,900
Mauritia flexuosa,d.-5.-10,300
Mauritia flexuosa,e.-10.-15,200
Mauritia flexuosa,f.-15.-20,N/A
Mauritia flexuosa,g.-20.-25,N/A
Meliosma bogotana,a.10.5,N/A
Meliosma bogotana,b.5.0,800
Meliosma bogotana,c.0.-5,0
Meliosma bogotana,d.-5.-10,N/A
Meliosma bogotana,e.-10.-15,0
Meliosma bogotana,f.-15.-20,N/A
Meliosma bogotana,g.-20.-25,N/A
Meliosma herbertii,a.10.5,N/A
Meliosma herbertii,b.5.0,0
Meliosma herbertii,c.0.-5,2200
Meliosma herbertii,d.-5.-10,1500
Meliosma herbertii,e.-10.-15,1700
Meliosma herbertii,f.-15.-20,900
Meliosma herbertii,g.-20.-25,N/A
Meliosma peytonii,a.10.5,N/A
Meliosma peytonii,b.5.0,0
Meliosma peytonii,c.0.-5,1200
Meliosma peytonii,d.-5.-10,1100
Meliosma peytonii,e.-10.-15,1100
Meliosma peytonii,f.-15.-20,0
Meliosma peytonii,g.-20.-25,N/A
Annona hypoglauca,a.10.5,N/A
Annona hypoglauca,b.5.0,0
Annona hypoglauca,c.0.-5,400
Annona hypoglauca,d.-5.-10,100
Annona hypoglauca,e.-10.-15,200
Annona hypoglauca,f.-15.-20,N/A
Annona hypoglauca,g.-20.-25,N/A
Anthodiscus klugii,a.10.5,N/A
Anthodiscus klugii,b.5.0,0
Anthodiscus klugii,c.0.-5,N/A
Anthodiscus klugii,d.-5.-10,300
Anthodiscus klugii,e.-10.-15,900
Anthodiscus klugii,f.-15.-20,N/A
Anthodiscus klugii,g.-20.-25,N/A
Aspidosperma schultesii,a.10.5,N/A
Aspidosperma schultesii,b.5.0,500
Aspidosperma schultesii,c.0.-5,900
Aspidosperma schultesii,d.-5.-10,500
Aspidosperma schultesii,e.-10.-15,500
Aspidosperma schultesii,f.-15.-20,N/A
Aspidosperma schultesii,g.-20.-25,N/A
Miconia aulocalyx,a.10.5,N/A
Miconia aulocalyx,b.5.0,400
Miconia aulocalyx,c.0.-5,N/A
Miconia aulocalyx,d.-5.-10,600
Miconia aulocalyx,e.-10.-15,1700
Miconia aulocalyx,f.-15.-20,N/A
Miconia aulocalyx,g.-20.-25,N/A
Miconia biglandulosa,a.10.5,N/A
Miconia biglandulosa,b.5.0,600
Miconia biglandulosa,c.0.-5,700
Miconia biglandulosa,d.-5.-10,0
Miconia biglandulosa,e.-10.-15,200
Miconia biglandulosa,f.-15.-20,N/A
Miconia biglandulosa,g.-20.-25,N/A
Miconia clathrantha,a.10.5,N/A
Miconia clathrantha,b.5.0,700
Miconia clathrantha,c.0.-5,1000
Miconia clathrantha,d.-5.-10,400
Miconia clathrantha,e.-10.-15,0
Miconia clathrantha,f.-15.-20,0
Miconia clathrantha,g.-20.-25,N/A
Miconia denticulata,a.10.5,N/A
Miconia denticulata,b.5.0,900
Miconia denticulata,c.0.-5,900
Miconia denticulata,d.-5.-10,1400
Miconia denticulata,e.-10.-15,0
Miconia denticulata,f.-15.-20,N/A
Miconia denticulata,g.-20.-25,N/A
Miconia glaucescens,a.10.5,N/A
Miconia glaucescens,b.5.0,0
Miconia glaucescens,c.0.-5,1700
Miconia glaucescens,d.-5.-10,0
Miconia glaucescens,e.-10.-15,0
Miconia glaucescens,f.-15.-20,N/A
Miconia glaucescens,g.-20.-25,N/A
Miconia lasiocalyx,a.10.5,N/A
Miconia lasiocalyx,b.5.0,300
Miconia lasiocalyx,c.0.-5,1500
Miconia lasiocalyx,d.-5.-10,400
Miconia lasiocalyx,e.-10.-15,1600
Miconia lasiocalyx,f.-15.-20,400
Miconia lasiocalyx,g.-20.-25,N/A
Miconia rivetii,a.10.5,N/A
Miconia rivetii,b.5.0,1200
Miconia rivetii,c.0.-5,2000
Miconia rivetii,d.-5.-10,N/A
Miconia rivetii,e.-10.-15,300
Miconia rivetii,f.-15.-20,N/A
Miconia rivetii,g.-20.-25,N/A
Myrcia neesiana,a.10.5,N/A
Myrcia neesiana,b.5.0,600
Myrcia neesiana,c.0.-5,1400
Myrcia neesiana,d.-5.-10,1900
Myrcia neesiana,e.-10.-15,1500
Myrcia neesiana,f.-15.-20,0
Myrcia neesiana,g.-20.-25,N/A
Naucleopsis krukovii,a.10.5,N/A
Naucleopsis krukovii,b.5.0,0
Naucleopsis krukovii,c.0.-5,200
Naucleopsis krukovii,d.-5.-10,200
Naucleopsis krukovii,e.-10.-15,1100
Naucleopsis krukovii,f.-15.-20,N/A
Naucleopsis krukovii,g.-20.-25,N/A
Nealchornea yapurensis,a.10.5,N/A
Nealchornea yapurensis,b.5.0,400
Nealchornea yapurensis,c.0.-5,1100
Nealchornea yapurensis,d.-5.-10,800
Nealchornea yapurensis,e.-10.-15,1300
Nealchornea yapurensis,f.-15.-20,N/A
Nealchornea yapurensis,g.-20.-25,N/A
Nectandra acuminata,a.10.5,N/A
Nectandra acuminata,b.5.0,0
Nectandra acuminata,c.0.-5,0
Nectandra acuminata,d.-5.-10,0
Nectandra acuminata,e.-10.-15,2300
Nectandra acuminata,f.-15.-20,N/A
Nectandra acuminata,g.-20.-25,N/A
Nectandra cissiflora,a.10.5,N/A
Nectandra cissiflora,b.5.0,0
Nectandra cissiflora,c.0.-5,1800
Nectandra cissiflora,d.-5.-10,1600
Nectandra cissiflora,e.-10.-15,2500
Nectandra cissiflora,f.-15.-20,2000
Nectandra cissiflora,g.-20.-25,N/A
Nectandra longifolia,a.10.5,N/A
Nectandra longifolia,b.5.0,0
Nectandra longifolia,c.0.-5,1300
Nectandra longifolia,d.-5.-10,1800
Nectandra longifolia,e.-10.-15,1700
Nectandra longifolia,f.-15.-20,1600
Nectandra longifolia,g.-20.-25,N/A
Neea macrophylla,a.10.5,N/A
Neea macrophylla,b.5.0,600
Neea macrophylla,c.0.-5,700
Neea macrophylla,d.-5.-10,800
Neea macrophylla,e.-10.-15,1400
Neea macrophylla,f.-15.-20,1400
Neea macrophylla,g.-20.-25,N/A
Neea ovalifolia,a.10.5,N/A
Neea ovalifolia,b.5.0,700
Neea ovalifolia,c.0.-5,1200
Neea ovalifolia,d.-5.-10,500
Neea ovalifolia,e.-10.-15,1800
Neea ovalifolia,f.-15.-20,1200
Neea ovalifolia,g.-20.-25,N/A
Ocotea benthamiana,a.10.5,N/A
Ocotea benthamiana,b.5.0,0
Ocotea benthamiana,c.0.-5,1000
Ocotea benthamiana,d.-5.-10,100
Ocotea benthamiana,e.-10.-15,N/A
Ocotea benthamiana,f.-15.-20,N/A
Ocotea benthamiana,g.-20.-25,N/A
Ocotea costulata,a.10.5,N/A
Ocotea costulata,b.5.0,300
Ocotea costulata,c.0.-5,500
Ocotea costulata,d.-5.-10,300
Ocotea costulata,e.-10.-15,1700
Ocotea costulata,f.-15.-20,N/A
Ocotea costulata,g.-20.-25,N/A
Ocotea cuneifolia,a.10.5,N/A
Ocotea cuneifolia,b.5.0,600
Ocotea cuneifolia,c.0.-5,1200
Ocotea cuneifolia,d.-5.-10,1600
Ocotea cuneifolia,e.-10.-15,1900
Ocotea cuneifolia,f.-15.-20,N/A
Ocotea cuneifolia,g.-20.-25,N/A
Ocotea karsteniana,a.10.5,N/A
Ocotea karsteniana,b.5.0,700
Ocotea karsteniana,c.0.-5,0
Ocotea karsteniana,d.-5.-10,0
Ocotea karsteniana,e.-10.-15,0
Ocotea karsteniana,f.-15.-20,N/A
Ocotea karsteniana,g.-20.-25,N/A
Ormosia coarctata,a.10.5,N/A
Ormosia coarctata,b.5.0,600
Ormosia coarctata,c.0.-5,N/A
Ormosia coarctata,d.-5.-10,0
Ormosia coarctata,e.-10.-15,100
Ormosia coarctata,f.-15.-20,N/A
Ormosia coarctata,g.-20.-25,N/A
Otoba glycycarpa,a.10.5,N/A
Otoba glycycarpa,b.5.0,600
Otoba glycycarpa,c.0.-5,1800
Otoba glycycarpa,d.-5.-10,1400
Otoba glycycarpa,e.-10.-15,1400
Otoba glycycarpa,f.-15.-20,0
Otoba glycycarpa,g.-20.-25,N/A
Oxandra espintana,a.10.5,N/A
Oxandra espintana,b.5.0,700
Oxandra espintana,c.0.-5,N/A
Oxandra espintana,d.-5.-10,0
Oxandra espintana,e.-10.-15,900
Oxandra espintana,f.-15.-20,300
Oxandra espintana,g.-20.-25,N/A
Palicourea andrei,a.10.5,N/A
Palicourea andrei,b.5.0,900
Palicourea andrei,c.0.-5,900
Palicourea andrei,d.-5.-10,100
Palicourea andrei,e.-10.-15,0
Palicourea andrei,f.-15.-20,N/A
Palicourea andrei,g.-20.-25,N/A
Palicourea lineata,a.10.5,N/A
Palicourea lineata,b.5.0,1500
Palicourea lineata,c.0.-5,2100
Palicourea lineata,d.-5.-10,1500
Palicourea lineata,e.-10.-15,1700
Palicourea lineata,f.-15.-20,N/A
Palicourea lineata,g.-20.-25,N/A
Palicourea subscandens,a.10.5,N/A
Palicourea subscandens,b.5.0,0
Palicourea subscandens,c.0.-5,700
Palicourea subscandens,d.-5.-10,200
Palicourea subscandens,e.-10.-15,N/A
Palicourea subscandens,f.-15.-20,N/A
Palicourea subscandens,g.-20.-25,N/A
Palicourea tinctoria,a.10.5,N/A
Palicourea tinctoria,b.5.0,200
Palicourea tinctoria,c.0.-5,1400
Palicourea tinctoria,d.-5.-10,2200
Palicourea tinctoria,e.-10.-15,1500
Palicourea tinctoria,f.-15.-20,900
Palicourea tinctoria,g.-20.-25,N/A
Pentacalia oronocensis,a.10.5,N/A
Pentacalia oronocensis,b.5.0,0
Pentacalia oronocensis,c.0.-5,1400
Pentacalia oronocensis,d.-5.-10,1600
Pentacalia oronocensis,e.-10.-15,1900
Pentacalia oronocensis,f.-15.-20,2200
Pentacalia oronocensis,g.-20.-25,N/A
Persea nudigemma,a.10.5,N/A
Persea nudigemma,b.5.0,0
Persea nudigemma,c.0.-5,1400
Persea nudigemma,d.-5.-10,0
Persea nudigemma,e.-10.-15,0
Persea nudigemma,f.-15.-20,N/A
Persea nudigemma,g.-20.-25,N/A
Phyllanthus brasiliensis,a.10.5,N/A
Phyllanthus brasiliensis,b.5.0,200
Phyllanthus brasiliensis,c.0.-5,3300
Phyllanthus brasiliensis,d.-5.-10,800
Phyllanthus brasiliensis,e.-10.-15,0
Phyllanthus brasiliensis,f.-15.-20,1200
Phyllanthus brasiliensis,g.-20.-25,N/A
Phytolacca dioica,a.10.5,N/A
Phytolacca dioica,b.5.0,300
Phytolacca dioica,c.0.-5,1100
Phytolacca dioica,d.-5.-10,1500
Phytolacca dioica,e.-10.-15,0
Phytolacca dioica,f.-15.-20,1500
Phytolacca dioica,g.-20.-25,N/A
Picramnia latifolia,a.10.5,N/A
Picramnia latifolia,b.5.0,100
Picramnia latifolia,c.0.-5,1600
Picramnia latifolia,d.-5.-10,700
Picramnia latifolia,e.-10.-15,800
Picramnia latifolia,f.-15.-20,800
Picramnia latifolia,g.-20.-25,N/A
Barnadesia parviflora,a.10.5,N/A
Barnadesia parviflora,b.5.0,2200
Barnadesia parviflora,c.0.-5,1800
Barnadesia parviflora,d.-5.-10,600
Barnadesia parviflora,e.-10.-15,N/A
Barnadesia parviflora,f.-15.-20,N/A
Barnadesia parviflora,g.-20.-25,N/A
Batocarpus orinocensis,a.10.5,N/A
Batocarpus orinocensis,b.5.0,500
Batocarpus orinocensis,c.0.-5,1200
Batocarpus orinocensis,d.-5.-10,1400
Batocarpus orinocensis,e.-10.-15,900
Batocarpus orinocensis,f.-15.-20,N/A
Batocarpus orinocensis,g.-20.-25,N/A
Bauhinia tarapotensis,a.10.5,N/A
Bauhinia tarapotensis,b.5.0,600
Bauhinia tarapotensis,c.0.-5,800
Bauhinia tarapotensis,d.-5.-10,300
Bauhinia tarapotensis,e.-10.-15,900
Bauhinia tarapotensis,f.-15.-20,N/A
Bauhinia tarapotensis,g.-20.-25,N/A
Beilschmiedia sulcata,a.10.5,N/A
Beilschmiedia sulcata,b.5.0,900
Beilschmiedia sulcata,c.0.-5,1000
Beilschmiedia sulcata,d.-5.-10,0
Beilschmiedia sulcata,e.-10.-15,N/A
Beilschmiedia sulcata,f.-15.-20,N/A
Beilschmiedia sulcata,g.-20.-25,N/A
Pisonia aculeata,a.10.5,N/A
Pisonia aculeata,b.5.0,600
Pisonia aculeata,c.0.-5,900
Pisonia aculeata,d.-5.-10,N/A
Pisonia aculeata,e.-10.-15,300
Pisonia aculeata,f.-15.-20,0
Pisonia aculeata,g.-20.-25,N/A
Pleurothyrium poeppigii,a.10.5,N/A
Pleurothyrium poeppigii,b.5.0,0
Pleurothyrium poeppigii,c.0.-5,1300
Pleurothyrium poeppigii,d.-5.-10,1200
Pleurothyrium poeppigii,e.-10.-15,2300
