species,region,range
Baccharis brachylaenoides,e.-10.-15,2100
Baccharis brachylaenoides,f.-15.-20,800
Baccharis latifolia,a.10.5,2400
Baccharis latifolia,b.5.0,3100
Baccharis latifolia,c.0.-5,3200
Baccharis latifolia,d.-5.-10,2300
Baccharis latifolia,e.-10.-15,2800
Baccharis latifolia,f.-15.-20,3500
Baccharis oblongifolia,a.10.5,1800
Baccharis oblongifolia,b.5.0,1800
Baccharis oblongifolia,c.0.-5,1100
Baccharis oblongifolia,d.-5.-10,1500
Baccharis oblongifolia,e.-10.-15,2200
Baccharis oblongifolia,f.-15.-20,1300
Bactris gasipaes,a.10.5,1200
Bactris gasipaes,b.5.0,1100
Bactris gasipaes,c.0.-5,1000
Bactris gasipaes,d.-5.-10,1500
Bactris gasipaes,e.-10.-15,1300
Bactris maraja,a.10.5,700
Bactris maraja,b.5.0,600
Bactris maraja,c.0.-5,900
Bactris maraja,d.-5.-10,300
Bactris maraja,e.-10.-15,600
Bactris setulosa,a.10.5,1500
Bactris setulosa,b.5.0,700
Bactris setulosa,c.0.-5,1400
Bactris setulosa,d.-5.-10,500
Bactris setulosa,e.-10.-15,100
Banara guianensis,a.10.5,1600
Banara guianensis,b.5.0,1700
Banara guianensis,c.0.-5,2100
Banara guianensis,d.-5.-10,1800
Banara guianensis,e.-10.-15,2900
Banara guianensis,f.-15.-20,1500
Batocarpus costaricensis,a.10.5,1100
Batocarpus costaricensis,c.0.-5,100
Batocarpus costaricensis,d.-5.-10,600
Batocarpus costaricensis,e.-10.-15,1100
Bauhinia picta,a.10.5,2000
Bauhinia picta,b.5.0,900
Bauhinia picta,f.-15.-20,100
Beilschmiedia costaricensis,a.10.5,1100
Beilschmiedia costaricensis,b.5.0,1900
Beilschmiedia costaricensis,c.0.-5,1400
Beilschmiedia costaricensis,d.-5.-10,1700
Beilschmiedia costaricensis,e.-10.-15,1900
Beilschmiedia latifolia,a.10.5,500
Beilschmiedia latifolia,d.-5.-10,100
Beilschmiedia latifolia,e.-10.-15,2200
Beilschmiedia pendula,c.0.-5,400
Beilschmiedia pendula,d.-5.-10,1500
Beilschmiedia tovarensis,a.10.5,600
Beilschmiedia tovarensis,b.5.0,900
Beilschmiedia tovarensis,c.0.-5,1600
Beilschmiedia tovarensis,d.-5.-10,900
Beilschmiedia tovarensis,e.-10.-15,2700
Beilschmiedia tovarensis,f.-15.-20,1600
Bejaria aestuans,a.10.5,3100
Bejaria aestuans,b.5.0,3400
Bejaria aestuans,c.0.-5,2100
Bejaria aestuans,d.-5.-10,3300
Bejaria aestuans,e.-10.-15,2800
Bejaria aestuans,f.-15.-20,2400
Bejaria resinosa,a.10.5,2000
Bejaria resinosa,b.5.0,1700
Bejaria resinosa,c.0.-5,1900
Bejaria resinosa,d.-5.-10,1300
Bellucia grossularioides,a.10.5,900
Bellucia grossularioides,b.5.0,1900
Bellucia grossularioides,c.0.-5,200
Bellucia grossularioides,e.-10.-15,900
Bellucia grossularioides,f.-15.-20,600
Bellucia pentamera,a.10.5,1500
Bellucia pentamera,b.5.0,1100
Bellucia pentamera,c.0.-5,1500
Bellucia pentamera,d.-5.-10,900
Bellucia pentamera,e.-10.-15,2000
Bellucia pentamera,f.-15.-20,1300
Bertiera angustifolia,a.10.5,700
Bertiera angustifolia,b.5.0,500
Bertiera angustifolia,c.0.-5,600
Bertiera angustifolia,e.-10.-15,800
Besleria formosa,a.10.5,1400
Besleria formosa,b.5.0,2100
Besleria formosa,c.0.-5,1700
Billia rosea,a.10.5,2500
Billia rosea,b.5.0,3600
Billia rosea,c.0.-5,1400
Piper aduncum,a.10.5,2300
Piper aduncum,b.5.0,2200
Piper aduncum,c.0.-5,3000
Piper aduncum,d.-5.-10,2900
Piper aduncum,e.-10.-15,2200
Piper aduncum,f.-15.-20,2600
Piper amalago,a.10.5,900
Piper amalago,b.5.0,300
Piper amalago,c.0.-5,300
Piper amalago,d.-5.-10,2200
Piper amalago,e.-10.-15,1400
Piper amalago,f.-15.-20,1700
Piper arboreum,a.10.5,1600
Piper arboreum,b.5.0,1400
Piper arboreum,c.0.-5,2100
Piper arboreum,d.-5.-10,2400
Piper arboreum,e.-10.-15,1300
Piper arboreum,f.-15.-20,700
Piper augustum,a.10.5,1600
Piper augustum,b.5.0,2200
Piper augustum,c.0.-5,2000
Piper augustum,d.-5.-10,900
Piper augustum,e.-10.-15,1000
Piper barbatum,a.10.5,1100
Piper barbatum,b.5.0,1100
Piper barbatum,c.0.-5,1900
Piper barbatum,d.-5.-10,2900
Piper barbatum,e.-10.-15,200
Piper carpunya,a.10.5,1100
Piper carpunya,b.5.0,1100
Piper carpunya,c.0.-5,2000
Piper carpunya,d.-5.-10,1300
Piper cernuum,a.10.5,2100
Piper cernuum,b.5.0,1600
Piper cernuum,f.-15.-20,1200
Piper crassinervium,a.10.5,1200
Piper crassinervium,b.5.0,2000
Piper crassinervium,c.0.-5,2100
Piper crassinervium,d.-5.-10,1200
Piper crassinervium,e.-10.-15,2600
Piper crassinervium,f.-15.-20,2200
Piper glanduligerum,a.10.5,1100
Piper glanduligerum,b.5.0,700
Piper grande,a.10.5,500
Piper grande,b.5.0,700
Piper grande,c.0.-5,400
Piper grande,d.-5.-10,100
Piper imperiale,a.10.5,800
Piper imperiale,b.5.0,1100
Piper imperiale,c.0.-5,1100
Piper lacunosum,a.10.5,1400
Piper lacunosum,b.5.0,2500
Piper lacunosum,c.0.-5,400
Piper longispicum,a.10.5,1100
Piper longispicum,b.5.0,200
Piper marequitense,b.5.0,600
Piper marequitense,c.0.-5,1600
Piper munchanum,a.10.5,1500
Piper munchanum,c.0.-5,400
Piper munchanum,d.-5.-10,1200
Piper nubigenum,b.5.0,2500
Piper nubigenum,c.0.-5,1400
Piper obliquum,a.10.5,1400
Piper obliquum,b.5.0,2000
Piper obliquum,c.0.-5,2200
Piper obliquum,d.-5.-10,2600
Piper obliquum,e.-10.-15,2100
Piper phytolaccifolium,a.10.5,1900
Piper phytolaccifolium,b.5.0,1000
Piper phytolaccifolium,c.0.-5,2600
Piper reticulatum,a.10.5,1300
Piper reticulatum,b.5.0,100
Piper reticulatum,c.0.-5,400
Piper reticulatum,d.-5.-10,600
Piper reticulatum,e.-10.-15,900
Piper tuberculatum,a.10.5,1900
Piper tuberculatum,b.5.0,800
Piper tuberculatum,c.0.-5,600
Piper tuberculatum,d.-5.-10,1700
Piper tuberculatum,e.-10.-15,1000
Piper tuberculatum,f.-15.-20,500
Piptocoma discolor,a.10.5,2900
Piptocoma discolor,b.5.0,1600
Piptocoma discolor,c.0.-5,2400
Piptocoma discolor,d.-5.-10,1800
Platymiscium pinnatum,a.10.5,1200
Platymiscium pinnatum,b.5.0,700
Platymiscium pinnatum,c.0.-5,200
Platymiscium pinnatum,e.-10.-15,1400
Platymiscium pinnatum,f.-15.-20,1400
Platymiscium stipulare,c.0.-5,800
Platymiscium stipulare,d.-5.-10,300
Platymiscium stipulare,e.-10.-15,700
Platymiscium stipulare,f.-15.-20,1000
Platypodium elegans,a.10.5,700
Platypodium elegans,f.-15.-20,2200
Pleuranthodendron lindenii,a.10.5,700
Pleuranthodendron lindenii,b.5.0,600
Pleuranthodendron lindenii,c.0.-5,900
Pleuranthodendron lindenii,d.-5.-10,1100
Pleuranthodendron lindenii,e.-10.-15,300
Pleurothyrium cuneifolium,a.10.5,600
Pleurothyrium cuneifolium,c.0.-5,1000
Pleurothyrium cuneifolium,d.-5.-10,1400
Pleurothyrium cuneifolium,e.-10.-15,2200
Pleurothyrium cuneifolium,f.-15.-20,800
Pleurothyrium trianae,a.10.5,1200
Pleurothyrium trianae,b.5.0,100
Pleurothyrium trianae,c.0.-5,1900
Pleurothyrium trianae,d.-5.-10,600
Pleurothyrium trianae,e.-10.-15,1400
Pleurothyrium trianae,f.-15.-20,700
Plumeria rubra,a.10.5,1200
Plumeria rubra,c.0.-5,400
Plumeria rubra,f.-15.-20,2400
Podocarpus guatemalensis,a.10.5,100
Podocarpus guatemalensis,c.0.-5,1700
Podocarpus oleifolius,a.10.5,1900
Podocarpus oleifolius,b.5.0,2800
Podocarpus oleifolius,c.0.-5,3100
Podocarpus oleifolius,d.-5.-10,2800
Podocarpus oleifolius,e.-10.-15,3000
Podocarpus oleifolius,f.-15.-20,1600
Polybotrya polybotryoides,a.10.5,300
Polybotrya polybotryoides,b.5.0,1000
Polybotrya polybotryoides,c.0.-5,1200
Posoqueria coriacea,a.10.5,1500
Posoqueria coriacea,b.5.0,2100
Posoqueria coriacea,c.0.-5,1600
Posoqueria coriacea,d.-5.-10,2000
Posoqueria coriacea,e.-10.-15,3200
Posoqueria latifolia,a.10.5,2000
Posoqueria latifolia,b.5.0,2400
Posoqueria latifolia,c.0.-5,1600
Posoqueria latifolia,d.-5.-10,1300
Posoqueria latifolia,e.-10.-15,2300
Posoqueria latifolia,f.-15.-20,100
Potalia amara,a.10.5,400
Potalia amara,b.5.0,600
Potalia amara,c.0.-5,900
Potalia amara,d.-5.-10,1100
Potalia amara,e.-10.-15,1000
Poulsenia armata,a.10.5,1800
Poulsenia armata,b.5.0,1700
Poulsenia armata,c.0.-5,1100
Poulsenia armata,d.-5.-10,800
Poulsenia armata,e.-10.-15,1500
Poulsenia armata,f.-15.-20,900
Pourouma bicolor,a.10.5,1400
Pourouma bicolor,b.5.0,1000
Pourouma bicolor,c.0.-5,1600
Pourouma bicolor,d.-5.-10,700
Pourouma bicolor,e.-10.-15,1400
Pourouma bicolor,f.-15.-20,700
Pourouma cecropiifolia,a.10.5,900
Pourouma cecropiifolia,b.5.0,1300
Pourouma cecropiifolia,c.0.-5,2000
Pourouma cecropiifolia,d.-5.-10,900
Pourouma cecropiifolia,e.-10.-15,1300
Pourouma cecropiifolia,f.-15.-20,1400
Pourouma guianensis,b.5.0,1200
Pourouma guianensis,c.0.-5,1700
Pourouma guianensis,d.-5.-10,1400
Pourouma guianensis,e.-10.-15,1600
Pourouma guianensis,f.-15.-20,1200
Pourouma melinonii,a.10.5,1200
Pourouma melinonii,c.0.-5,1600
Pourouma melinonii,d.-5.-10,1300
Pourouma minor,a.10.5,1300
Pourouma minor,b.5.0,800
Pourouma minor,c.0.-5,1600
Pourouma minor,d.-5.-10,700
Pourouma minor,e.-10.-15,3000
Pourouma minor,f.-15.-20,1400
Pouteria baehniana,a.10.5,1400
Pouteria baehniana,b.5.0,1500
Pouteria baehniana,c.0.-5,1900
Pouteria baehniana,d.-5.-10,1200
Pouteria baehniana,e.-10.-15,1000
Pouteria baehniana,f.-15.-20,1800
Pouteria bangii,b.5.0,200
Pouteria bangii,c.0.-5,1800
Pouteria bangii,e.-10.-15,1000
Pouteria bangii,f.-15.-20,800
Pouteria bilocularis,b.5.0,800
Pouteria bilocularis,c.0.-5,1400
Pouteria bilocularis,d.-5.-10,1100
Pouteria bilocularis,e.-10.-15,1700
Pouteria bilocularis,f.-15.-20,1300
Pouteria caimito,a.10.5,200
Pouteria caimito,b.5.0,1100
Pouteria caimito,c.0.-5,2000
Pouteria caimito,d.-5.-10,1000
Pouteria caimito,e.-10.-15,1800
Pouteria caimito,f.-15.-20,2100
Pouteria cuspidata,a.10.5,800
Pouteria cuspidata,b.5.0,1400
Pouteria cuspidata,c.0.-5,1500
Pouteria cuspidata,d.-5.-10,800
Pouteria cuspidata,e.-10.-15,1400
Pouteria cuspidata,f.-15.-20,200
Pouteria durlandii,a.10.5,900
Pouteria durlandii,c.0.-5,800
Pouteria durlandii,e.-10.-15,1000
Pouteria durlandii,f.-15.-20,600
Pouteria glomerata,a.10.5,400
Pouteria glomerata,b.5.0,200
Pouteria glomerata,c.0.-5,1200
Pouteria glomerata,e.-10.-15,1000
Pouteria glomerata,f.-15.-20,200
Pouteria lucuma,a.10.5,500
Pouteria lucuma,b.5.0,1600
Pouteria lucuma,c.0.-5,2100
Pouteria lucuma,d.-5.-10,1900
Pouteria lucuma,e.-10.-15,1400
Pouteria multiflora,a.10.5,1600
Pouteria multiflora,b.5.0,1600
Pouteria multiflora,c.0.-5,1000
Pouteria multiflora,d.-5.-10,100
Pouteria reticulata,b.5.0,600
Pouteria reticulata,c.0.-5,500
Pouteria reticulata,d.-5.-10,400
Pouteria reticulata,e.-10.-15,1000
Pouteria reticulata,f.-15.-20,100
Pouteria subrotata,a.10.5,100
Pouteria torta,a.10.5,2200
Pouteria torta,b.5.0,3500
Pouteria torta,c.0.-5,1400
Pouteria torta,d.-5.-10,2400
Pouteria torta,e.-10.-15,1600
Pouteria torta,f.-15.-20,1800
Praecereus euchlorus,a.10.5,600
Praecereus euchlorus,c.0.-5,1400
Praecereus euchlorus,e.-10.-15,500
Praecereus euchlorus,f.-15.-20,700
Prestoea acuminata,a.10.5,1000
Prestoea acuminata,b.5.0,2200
Prestoea acuminata,c.0.-5,1900
Prestoea acuminata,d.-5.-10,1700
Prestoea acuminata,e.-10.-15,1800
Prestoea acuminata,f.-15.-20,1500
Prestoea decurrens,a.10.5,1000
Prestoea decurrens,b.5.0,700
Prestoea decurrens,c.0.-5,500
Prestoea ensiformis,a.10.5,100
Prestoea ensiformis,b.5.0,1200
Prestoea ensiformis,c.0.-5,1800
Prionostemma asperum,a.10.5,200
Prionostemma asperum,b.5.0,100
Prionostemma asperum,e.-10.-15,300
Prionostemma asperum,f.-15.-20,100
Protium altsonii,b.5.0,3300
Protium altsonii,e.-10.-15,700
Protium apiculatum,a.10.5,800
Protium apiculatum,b.5.0,700
Protium apiculatum,e.-10.-15,100
Protium aracouchini,a.10.5,900
Protium aracouchini,b.5.0,1300
Protium aracouchini,c.0.-5,700
Protium aracouchini,d.-5.-10,600
Protium aracouchini,e.-10.-15,800
Protium divaricatum,a.10.5,100
Protium divaricatum,c.0.-5,500
Protium divaricatum,d.-5.-10,300
Protium divaricatum,e.-10.-15,1200
Protium ecuadorense,a.10.5,200
Protium ecuadorense,b.5.0,1700
Protium guianense,b.5.0,400
Protium macrophyllum,a.10.5,500
Protium opacum,b.5.0,1300
Protium opacum,c.0.-5,1600
Protium opacum,e.-10.-15,700
Protium sagotianum,a.10.5,1000
Protium sagotianum,b.5.0,700
Protium sagotianum,c.0.-5,400
Protium sagotianum,d.-5.-10,300
Protium sagotianum,e.-10.-15,300
Protium spruceanum,a.10.5,600
Protium spruceanum,c.0.-5,300
Protium spruceanum,d.-5.-10,100
Protium spruceanum,e.-10.-15,1300
Protium subserratum,a.10.5,800
Protium subserratum,b.5.0,500
Protium subserratum,c.0.-5,1000
Protium subserratum,d.-5.-10,800
Protium tenuifolium,a.10.5,1500
Protium tenuifolium,b.5.0,600
Protium tenuifolium,d.-5.-10,500
Protium tenuifolium,e.-10.-15,300
Protium unifoliolatum,b.5.0,700
Protium unifoliolatum,c.0.-5,400
Protium unifoliolatum,e.-10.-15,900
Protium unifoliolatum,f.-15.-20,100
Prumnopitys montana,a.10.5,2400
Prumnopitys montana,b.5.0,500
Prumnopitys montana,c.0.-5,1500
Prumnopitys montana,d.-5.-10,1700
Prumnopitys montana,e.-10.-15,1300
Prunus debilis,a.10.5,600
Prunus debilis,b.5.0,2000
Prunus debilis,c.0.-5,2000
Prunus debilis,d.-5.-10,2300
Prunus debilis,e.-10.-15,2800
Prunus debilis,f.-15.-20,1400
Prunus integrifolia,a.10.5,1800
Prunus integrifolia,b.5.0,1300
Prunus integrifolia,d.-5.-10,400
Prunus integrifolia,e.-10.-15,2000
Prunus integrifolia,f.-15.-20,2200
Prunus opaca,a.10.5,1400
Prunus opaca,b.5.0,1100
Prunus opaca,c.0.-5,1200
Prunus subcorymbosa,b.5.0,1300
Prunus subcorymbosa,c.0.-5,1100
Prunus subcorymbosa,e.-10.-15,1800
Psammisia graebneriana,a.10.5,500
Psammisia graebneriana,b.5.0,1400
Psammisia graebneriana,c.0.-5,100
Pseudobombax septenatum,a.10.5,1200
Pseudobombax septenatum,b.5.0,200
Pseudobombax septenatum,c.0.-5,600
Pseudobombax septenatum,d.-5.-10,300
Pseudobombax septenatum,e.-10.-15,1000
Pseudobombax septenatum,f.-15.-20,700
Pseudolmedia laevigata,a.10.5,1700
Pseudolmedia laevigata,b.5.0,1800
Pseudolmedia laevigata,c.0.-5,1600
Pseudolmedia laevigata,d.-5.-10,1500
Pseudolmedia laevigata,e.-10.-15,1500
Pseudolmedia laevigata,f.-15.-20,1300
Pseudolmedia laevis,a.10.5,1000
Pseudolmedia laevis,b.5.0,1200
Pseudolmedia laevis,c.0.-5,1600
Pseudolmedia laevis,d.-5.-10,2400
Pseudolmedia laevis,e.-10.-15,1800
Pseudolmedia laevis,f.-15.-20,1400
Pseudolmedia rigida,b.5.0,1800
Pseudolmedia rigida,c.0.-5,1800
Pseudolmedia rigida,d.-5.-10,400
Pseudolmedia rigida,e.-10.-15,2800
Pseudolmedia rigida,f.-15.-20,500
Psidium guineense,a.10.5,2300
Psidium guineense,b.5.0,2600
Psidium guineense,c.0.-5,1600
Psidium guineense,d.-5.-10,1800
Psidium guineense,e.-10.-15,1900
Psidium guineense,f.-15.-20,2200
Psychotria ernestii,e.-10.-15,1200
Psychotria ernestii,f.-15.-20,200
Psychotria fortuita,a.10.5,600
Psychotria fortuita,b.5.0,1000
Psychotria fortuita,c.0.-5,600
Psychotria fortuita,d.-5.-10,400
Psychotria fortuita,e.-10.-15,800
Psychotria horizontalis,a.10.5,1000
Psychotria horizontalis,c.0.-5,800
Psychotria micrantha,a.10.5,2100
Psychotria micrantha,b.5.0,1000
Psychotria micrantha,c.0.-5,700
Psychotria micrantha,d.-5.-10,500
Psychotria micrantha,e.-10.-15,400
Psychotria remota,a.10.5,1000
Psychotria remota,b.5.0,1300
Psychotria remota,c.0.-5,1800
Psychotria remota,d.-5.-10,1700
Psychotria remota,e.-10.-15,1400
Psychotria saltatrix,a.10.5,400
Psychotria saltatrix,b.5.0,100
Psychotria saltatrix,c.0.-5,100
Pterocarpus officinalis,a.10.5,1100
Pterocarpus officinalis,c.0.-5,800
Pterocarpus officinalis,e.-10.-15,600
Pterocarpus rohrii,a.10.5,300
Pterocarpus rohrii,b.5.0,500
Pterocarpus rohrii,c.0.-5,900
Pterocarpus rohrii,d.-5.-10,500
Pterocarpus rohrii,e.-10.-15,800
Pterocarpus rohrii,f.-15.-20,200
Qualea paraensis,a.10.5,100
Qualea paraensis,b.5.0,700
Qualea paraensis,c.0.-5,500
Qualea paraensis,d.-5.-10,300
Qualea paraensis,e.-10.-15,700
Quiina florida,a.10.5,400
Quiina florida,b.5.0,700
Quiina florida,c.0.-5,2000
Quiina florida,d.-5.-10,1000
Quiina florida,e.-10.-15,1300
Quiina florida,f.-15.-20,1100
Quiina macrophylla,b.5.0,200
Quiina pteridophylla,a.10.5,300
Randia armata,a.10.5,1900
Randia armata,b.5.0,800
Randia armata,c.0.-5,2100
Randia armata,d.-5.-10,700
Randia armata,e.-10.-15,3200
Randia armata,f.-15.-20,2100
Rauvolfia leptophylla,a.10.5,2100
Rauvolfia leptophylla,b.5.0,600
Rauvolfia leptophylla,c.0.-5,1300
Rauvolfia leptophylla,e.-10.-15,900
Rauvolfia leptophylla,f.-15.-20,200
Retrophyllum rospigliosii,a.10.5,1000
Retrophyllum rospigliosii,b.5.0,3200
Retrophyllum rospigliosii,c.0.-5,500
Retrophyllum rospigliosii,d.-5.-10,500
Retrophyllum rospigliosii,e.-10.-15,1600
Rhodostemonodaphne kunthiana,a.10.5,1200
Rhodostemonodaphne kunthiana,b.5.0,900
Rhodostemonodaphne kunthiana,c.0.-5,2000
Rhodostemonodaphne kunthiana,d.-5.-10,2000
Rhodostemonodaphne kunthiana,e.-10.-15,1700
Rhodostemonodaphne kunthiana,f.-15.-20,1500
Richeria grandis,a.10.5,2100
Richeria grandis,b.5.0,1700
Richeria grandis,c.0.-5,1800
Richeria grandis,d.-5.-10,1300
Richeria grandis,e.-10.-15,2000
Richeria grandis,f.-15.-20,1700
Rinorea lindeniana,a.10.5,1000
Rinorea lindeniana,b.5.0,900
Rinorea lindeniana,c.0.-5,700
Rinorea lindeniana,d.-5.-10,200
Rinorea lindeniana,e.-10.-15,800
Rinorea paniculata,a.10.5,100
Rinorea paniculata,b.5.0,200
Rinorea paniculata,e.-10.-15,600
Rinorea pubiflora,a.10.5,400
Rinorea pubiflora,b.5.0,500
Rinorea pubiflora,d.-5.-10,400
Rinorea pubiflora,e.-10.-15,400
Rinorea viridifolia,a.10.5,400
Rinorea viridifolia,b.5.0,300
Rinorea viridifolia,c.0.-5,900
Rinorea viridifolia,d.-5.-10,1400
Rinorea viridifolia,e.-10.-15,1200
Rinorea viridifolia,f.-15.-20,700
Rinoreocarpus ulei,b.5.0,100
Rinoreocarpus ulei,e.-10.-15,1000
Ronabea latifolia,a.10.5,1000
Ronabea latifolia,b.5.0,1000
Ronabea latifolia,c.0.-5,700
Ronabea latifolia,d.-5.-10,800
Ronabea latifolia,e.-10.-15,1200
Ronabea latifolia,f.-15.-20,400
Roucheria columbiana,a.10.5,600
Roucheria columbiana,b.5.0,100
Roucheria columbiana,c.0.-5,500
Roucheria columbiana,d.-5.-10,200
Roucheria columbiana,e.-10.-15,300
Roucheria laxiflora,a.10.5,700
Roucheria laxiflora,b.5.0,1100
Roucheria laxiflora,c.0.-5,600
Roucheria laxiflora,d.-5.-10,400
Roucheria laxiflora,e.-10.-15,100
Roucheria laxiflora,f.-15.-20,500
Roupala monosperma,a.10.5,1000
Roupala monosperma,b.5.0,1200
Roupala monosperma,c.0.-5,2000
Roupala monosperma,d.-5.-10,1200
Roupala monosperma,e.-10.-15,1500
Roupala monosperma,f.-15.-20,300
Roupala montana,a.10.5,2200
Roupala montana,b.5.0,1200
Roupala montana,c.0.-5,2100
Roupala montana,d.-5.-10,1300
Roupala montana,e.-10.-15,2200
Roupala montana,f.-15.-20,1700
Ruagea glabra,a.10.5,1900
Ruagea glabra,b.5.0,2700
Ruagea glabra,c.0.-5,2400
Ruagea glabra,d.-5.-10,2200
Ruagea glabra,e.-10.-15,3100
Ruagea glabra,f.-15.-20,1000
Ruagea hirsuta,a.10.5,1800
Ruagea hirsuta,b.5.0,600
Ruagea hirsuta,c.0.-5,2500
Ruagea hirsuta,d.-5.-10,1100
Ruagea hirsuta,e.-10.-15,1000
Ruagea hirsuta,f.-15.-20,1400
Ruagea pubescens,a.10.5,1000
Ruagea pubescens,b.5.0,1100
Ruagea pubescens,c.0.-5,1300
Ruagea pubescens,e.-10.-15,800
Rudgea cornifolia,a.10.5,700
Rudgea cornifolia,b.5.0,1500
Rudgea cornifolia,c.0.-5,1000
Rudgea cornifolia,d.-5.-10,1700
Rudgea cornifolia,e.-10.-15,1800
Rudgea cornifolia,f.-15.-20,1400
Ryania spruceana,a.10.5,300
Ryania spruceana,b.5.0,100
Ryania spruceana,c.0.-5,200
Ryania spruceana,d.-5.-10,400
Salacia cordata,b.5.0,1700
Salacia cordata,c.0.-5,1700
Salacia cordata,d.-5.-10,1700
Salacia cordata,e.-10.-15,1500
Sambucus nigra,a.10.5,2100
Sambucus nigra,b.5.0,2000
Sambucus nigra,c.0.-5,1600
Sambucus nigra,f.-15.-20,2200
Sapindus saponaria,a.10.5,1600
Sapindus saponaria,b.5.0,1700
Sapindus saponaria,c.0.-5,1500
Sapindus saponaria,d.-5.-10,1600
Sapindus saponaria,e.-10.-15,2200
Sapindus saponaria,f.-15.-20,2400
Sapium glandulosum,a.10.5,2100
Sapium glandulosum,b.5.0,3800
Sapium glandulosum,c.0.-5,1900
Sapium glandulosum,d.-5.-10,2000
Sapium glandulosum,e.-10.-15,2400
Sapium glandulosum,f.-15.-20,2500
Sapium laurifolium,a.10.5,1200
Sapium laurifolium,b.5.0,1700
Sapium laurifolium,c.0.-5,1400
Sapium laurifolium,d.-5.-10,300
Sapium laurifolium,e.-10.-15,1700
Sapium marmieri,b.5.0,300
Sapium marmieri,c.0.-5,1900
Sapium marmieri,d.-5.-10,600
Sapium marmieri,e.-10.-15,700
Sapium marmieri,f.-15.-20,2100
Sapium stylare,a.10.5,3000
Sapium stylare,b.5.0,2700
Sapium stylare,c.0.-5,1500
Sapium stylare,d.-5.-10,200
Sarcaulus brasiliensis,c.0.-5,900
Sarcaulus brasiliensis,d.-5.-10,600
Sarcaulus brasiliensis,e.-10.-15,1600
Sarcaulus brasiliensis,f.-15.-20,300
Saurauia bullosa,b.5.0,1500
Saurauia bullosa,c.0.-5,1900
Saurauia bullosa,d.-5.-10,300
Saurauia laevigata,a.10.5,800
Saurauia prainiana,a.10.5,700
Saurauia prainiana,c.0.-5,1800
Saurauia prainiana,d.-5.-10,1000
Saurauia tomentosa,a.10.5,700
Saurauia tomentosa,b.5.0,1400
Saurauia tomentosa,c.0.-5,1800
Schizocalyx bracteosa,a.10.5,1200
Schizocalyx bracteosa,b.5.0,1400
Schizocalyx bracteosa,c.0.-5,200
Schizolobium parahyba,a.10.5,800
Schizolobium parahyba,c.0.-5,500
Schizolobium parahyba,d.-5.-10,100
Schizolobium parahyba,e.-10.-15,400
Schizolobium parahyba,f.-15.-20,300
Schnella glabra,a.10.5,500
Schnella glabra,b.5.0,500
Schnella glabra,c.0.-5,100
Schnella glabra,d.-5.-10,400
Schnella glabra,e.-10.-15,1300
Senegalia polyphylla,a.10.5,700
Senegalia polyphylla,b.5.0,800
Senegalia polyphylla,c.0.-5,900
Senegalia polyphylla,d.-5.-10,500
Senegalia polyphylla,e.-10.-15,1100
Senegalia polyphylla,f.-15.-20,1400
Senegalia riparia,a.10.5,1000
Senegalia riparia,b.5.0,900
Senegalia riparia,c.0.-5,200
Senegalia riparia,d.-5.-10,1300
Senegalia riparia,e.-10.-15,2900
Senegalia riparia,f.-15.-20,1700
Senna bacillaris,a.10.5,1200
Senna bacillaris,b.5.0,1500
Senna bacillaris,c.0.-5,1200
Senna bacillaris,d.-5.-10,200
Senna ruiziana,c.0.-5,1500
Senna ruiziana,d.-5.-10,1300
Senna ruiziana,e.-10.-15,1500
Senna ruiziana,f.-15.-20,1000
Senna silvestris,a.10.5,1200
Senna silvestris,b.5.0,900
Senna silvestris,d.-5.-10,1000
Senna silvestris,e.-10.-15,800
Senna silvestris,f.-15.-20,600
Senna spectabilis,a.10.5,1400
Senna spectabilis,b.5.0,1200
Senna spectabilis,c.0.-5,500
Senna spectabilis,e.-10.-15,2800
Senna spectabilis,f.-15.-20,1900
Sideroxylon obtusifolium,d.-5.-10,1200
Sideroxylon obtusifolium,e.-10.-15,1000
Sideroxylon obtusifolium,f.-15.-20,1900
Simarouba amara,a.10.5,1700
Simarouba amara,b.5.0,1300
Simarouba amara,c.0.-5,1500
Simarouba amara,d.-5.-10,1500
Simarouba amara,e.-10.-15,1800
Simarouba amara,f.-15.-20,1300
Simira cordifolia,a.10.5,600
Simira cordifolia,b.5.0,900
Simira cordifolia,c.0.-5,800
Simira cordifolia,d.-5.-10,300
Simira rubescens,a.10.5,300
Simira rubescens,c.0.-5,500
Simira rubescens,d.-5.-10,600
Simira rubescens,e.-10.-15,800
Siparuna aspera,a.10.5,1700
Siparuna aspera,b.5.0,1800
Siparuna aspera,c.0.-5,2500
Siparuna aspera,d.-5.-10,1800
Siparuna aspera,e.-10.-15,2600
Siparuna aspera,f.-15.-20,1400
Siparuna cervicornis,a.10.5,1000
Siparuna cervicornis,b.5.0,700
Siparuna cervicornis,c.0.-5,400
Siparuna cervicornis,d.-5.-10,200
Siparuna cervicornis,e.-10.-15,300
Siparuna conica,a.10.5,1700
Siparuna conica,b.5.0,900
Siparuna conica,c.0.-5,100
Siparuna decipiens,b.5.0,100
Siparuna decipiens,c.0.-5,1300
Siparuna decipiens,d.-5.-10,300
Siparuna decipiens,e.-10.-15,1000
Siparuna decipiens,f.-15.-20,300
Siparuna echinata,a.10.5,600
Siparuna echinata,b.5.0,1300
Siparuna echinata,c.0.-5,1800
