species,region,range
Meriania tomentosa,d.-5.-10,900
Meriania tomentosa,e.-10.-15,1100
Meriania tomentosa,f.-15.-20,500
Miconia affinis,a.10.5,1700
Miconia affinis,b.5.0,1700
Miconia affinis,c.0.-5,1500
Miconia affinis,d.-5.-10,600
Miconia affinis,e.-10.-15,1500
Miconia affinis,f.-15.-20,2000
Miconia albicans,a.10.5,1900
Miconia albicans,b.5.0,1700
Miconia albicans,c.0.-5,100
Miconia albicans,d.-5.-10,800
Miconia albicans,e.-10.-15,2000
Miconia albicans,f.-15.-20,1600
Miconia alternans,a.10.5,1600
Miconia alternans,b.5.0,300
Miconia alternans,f.-15.-20,900
Miconia aponeura,a.10.5,1100
Miconia aponeura,b.5.0,900
Miconia asperrima,a.10.5,1100
Miconia asperrima,b.5.0,800
Miconia asperrima,c.0.-5,1000
Miconia asperrima,d.-5.-10,300
Miconia astroplocama,a.10.5,700
Miconia astroplocama,c.0.-5,1800
Miconia astroplocama,d.-5.-10,1800
Miconia astroplocama,e.-10.-15,1100
Miconia biappendiculata,a.10.5,800
Miconia biappendiculata,b.5.0,700
Miconia biappendiculata,e.-10.-15,400
Miconia brachycalyx,a.10.5,900
Miconia brachycalyx,b.5.0,1600
Miconia brachycalyx,c.0.-5,400
Miconia bracteolata,a.10.5,2300
Miconia bracteolata,b.5.0,400
Miconia bracteolata,c.0.-5,1000
Miconia bracteolata,d.-5.-10,400
Miconia bracteolata,e.-10.-15,200
Miconia brevitheca,a.10.5,300
Miconia brevitheca,b.5.0,3000
Miconia brevitheca,c.0.-5,1700
Miconia calvescens,b.5.0,1000
Miconia calvescens,c.0.-5,2000
Miconia calvescens,d.-5.-10,1700
Miconia calvescens,e.-10.-15,2400
Miconia calvescens,f.-15.-20,1800
Miconia caudata,a.10.5,1600
Miconia caudata,b.5.0,1900
Miconia centrodesma,a.10.5,1200
Miconia centrodesma,b.5.0,1200
Miconia centrodesma,c.0.-5,1100
Miconia centrodesma,d.-5.-10,500
Miconia centrodesma,e.-10.-15,2300
Miconia centrodesma,f.-15.-20,700
Miconia chrysophylla,b.5.0,400
Miconia chrysophylla,c.0.-5,500
Miconia chrysophylla,d.-5.-10,900
Miconia chrysophylla,e.-10.-15,1500
Miconia chrysophylla,f.-15.-20,1800
Miconia cladonia,a.10.5,1200
Miconia cladonia,b.5.0,1800
Miconia cladonia,c.0.-5,1300
Miconia decurrens,a.10.5,800
Miconia decurrens,b.5.0,1000
Miconia decurrens,c.0.-5,1000
Miconia decurrens,d.-5.-10,800
Miconia dodecandra,a.10.5,1400
Miconia dodecandra,b.5.0,1500
Miconia dodecandra,c.0.-5,1800
Miconia dodecandra,d.-5.-10,700
Miconia dodecandra,e.-10.-15,1100
Miconia dodecandra,f.-15.-20,1000
Miconia dolichorrhyncha,a.10.5,1600
Miconia dolichorrhyncha,b.5.0,2500
Miconia dolichorrhyncha,c.0.-5,2500
Miconia dolichorrhyncha,d.-5.-10,1300
Miconia dolichorrhyncha,e.-10.-15,2400
Miconia dolichorrhyncha,f.-15.-20,1800
Miconia donaeana,a.10.5,500
Miconia donaeana,e.-10.-15,400
Miconia elata,a.10.5,1300
Miconia elata,b.5.0,3400
Miconia elata,c.0.-5,1100
Miconia elata,e.-10.-15,400
Miconia floribunda,a.10.5,1600
Miconia floribunda,b.5.0,1400
Miconia floribunda,c.0.-5,1000
Miconia floribunda,d.-5.-10,200
Miconia floribunda,e.-10.-15,1400
Miconia goniostigma,a.10.5,600
Miconia goniostigma,b.5.0,1800
Miconia goniostigma,c.0.-5,1100
Miconia gracilis,a.10.5,1900
Miconia gracilis,b.5.0,1800
Miconia gracilis,c.0.-5,400
Miconia ibaguensis,a.10.5,1600
Miconia ibaguensis,d.-5.-10,300
Miconia ibaguensis,e.-10.-15,1100
Miconia ibaguensis,f.-15.-20,2200
Miconia incachacana,e.-10.-15,100
Miconia incachacana,f.-15.-20,500
Miconia jahnii,a.10.5,2700
Miconia jahnii,b.5.0,600
Miconia jahnii,c.0.-5,1600
Miconia lamprophylla,a.10.5,1300
Miconia lamprophylla,b.5.0,600
Miconia lamprophylla,c.0.-5,1300
Miconia lamprophylla,e.-10.-15,400
Miconia latifolia,a.10.5,800
Miconia latifolia,b.5.0,3200
Miconia latifolia,c.0.-5,1200
Miconia latifolia,d.-5.-10,900
Miconia latifolia,e.-10.-15,600
Miconia ligustrina,a.10.5,1100
Miconia ligustrina,b.5.0,1500
Miconia ligustrina,c.0.-5,900
Miconia longifolia,a.10.5,1600
Miconia longifolia,b.5.0,900
Miconia longifolia,c.0.-5,1400
Miconia longifolia,d.-5.-10,900
Miconia longifolia,e.-10.-15,1700
Miconia matthaei,a.10.5,1200
Miconia matthaei,c.0.-5,200
Miconia matthaei,d.-5.-10,400
Miconia matthaei,e.-10.-15,1300
Miconia matthaei,f.-15.-20,800
Miconia mirabilis,a.10.5,300
Miconia mirabilis,b.5.0,500
Miconia multiplinervia,a.10.5,1300
Miconia multiplinervia,b.5.0,1200
Miconia myriantha,b.5.0,200
Miconia myriantha,d.-5.-10,200
Miconia myriantha,f.-15.-20,600
Miconia notabilis,a.10.5,800
Miconia notabilis,b.5.0,1000
Miconia ochracea,a.10.5,500
Miconia ochracea,b.5.0,2800
Miconia poeppigii,a.10.5,700
Miconia poeppigii,b.5.0,600
Miconia poeppigii,c.0.-5,700
Miconia poeppigii,d.-5.-10,200
Miconia poeppigii,e.-10.-15,1400
Miconia poeppigii,f.-15.-20,700
Miconia prasina,a.10.5,2300
Miconia prasina,b.5.0,3400
Miconia prasina,c.0.-5,1500
Miconia prasina,d.-5.-10,800
Miconia prasina,e.-10.-15,1200
Miconia prasina,f.-15.-20,2300
Miconia pterocaulon,a.10.5,500
Miconia pterocaulon,b.5.0,1200
Miconia pterocaulon,c.0.-5,100
Miconia punctata,a.10.5,1800
Miconia punctata,b.5.0,1800
Miconia punctata,c.0.-5,2000
Miconia punctata,d.-5.-10,1800
Miconia punctata,e.-10.-15,1900
Miconia punctata,f.-15.-20,1900
Miconia pustulata,b.5.0,1200
Miconia pustulata,c.0.-5,700
Miconia reducens,a.10.5,1900
Miconia reducens,b.5.0,1400
Miconia reducens,e.-10.-15,100
Miconia reducens,f.-15.-20,400
Miconia rupticalyx,c.0.-5,300
Miconia rupticalyx,f.-15.-20,200
Miconia serrulata,a.10.5,1700
Miconia serrulata,b.5.0,1300
Miconia serrulata,c.0.-5,400
Miconia serrulata,d.-5.-10,400
Miconia serrulata,e.-10.-15,600
Miconia serrulata,f.-15.-20,300
Miconia smaragdina,a.10.5,2100
Miconia smaragdina,b.5.0,2000
Miconia smaragdina,c.0.-5,1300
Miconia splendens,a.10.5,1300
Miconia splendens,b.5.0,1300
Miconia splendens,c.0.-5,1100
Miconia splendens,d.-5.-10,700
Miconia splendens,e.-10.-15,3700
Miconia splendens,f.-15.-20,1500
Miconia ternatifolia,a.10.5,300
Miconia ternatifolia,c.0.-5,400
Miconia ternatifolia,d.-5.-10,2200
Miconia ternatifolia,e.-10.-15,1700
Miconia ternatifolia,f.-15.-20,1000
Miconia theizans,a.10.5,3200
Miconia theizans,b.5.0,3300
Miconia theizans,c.0.-5,2800
Miconia theizans,d.-5.-10,1300
Miconia theizans,e.-10.-15,3100
Miconia theizans,f.-15.-20,2600
Miconia tinifolia,a.10.5,1500
Miconia tinifolia,b.5.0,1200
Miconia tinifolia,c.0.-5,1500
Miconia trinervia,a.10.5,1700
Miconia trinervia,b.5.0,1700
Miconia trinervia,c.0.-5,1500
Miconia trinervia,e.-10.-15,600
Miconia trinervia,f.-15.-20,300
Micropholis egensis,a.10.5,300
Micropholis egensis,c.0.-5,400
Micropholis egensis,d.-5.-10,400
Micropholis egensis,e.-10.-15,1000
Micropholis guyanensis,a.10.5,1200
Micropholis guyanensis,b.5.0,1300
Micropholis guyanensis,c.0.-5,1800
Micropholis guyanensis,d.-5.-10,900
Micropholis guyanensis,e.-10.-15,1500
Micropholis guyanensis,f.-15.-20,1200
Micropholis melinoniana,b.5.0,300
Micropholis melinoniana,c.0.-5,400
Micropholis melinoniana,e.-10.-15,900
Micropholis venulosa,a.10.5,800
Micropholis venulosa,b.5.0,1300
Micropholis venulosa,c.0.-5,1600
Micropholis venulosa,d.-5.-10,1400
Micropholis venulosa,e.-10.-15,1400
Micropholis venulosa,f.-15.-20,1100
Minquartia guianensis,a.10.5,600
Minquartia guianensis,b.5.0,1100
Minquartia guianensis,c.0.-5,1200
Minquartia guianensis,d.-5.-10,1300
Minquartia guianensis,e.-10.-15,1200
Mollinedia killipii,b.5.0,300
Mollinedia killipii,c.0.-5,1600
Mollinedia killipii,d.-5.-10,1700
Mollinedia killipii,e.-10.-15,1000
Mollinedia killipii,f.-15.-20,1000
Mollinedia lanceolata,d.-5.-10,700
Mollinedia lanceolata,e.-10.-15,2400
Mollinedia lanceolata,f.-15.-20,1500
Mollinedia ovata,a.10.5,600
Mollinedia ovata,b.5.0,1100
Mollinedia ovata,c.0.-5,1900
Mollinedia ovata,d.-5.-10,1800
Mollinedia ovata,e.-10.-15,2200
Mollinedia ovata,f.-15.-20,2600
Mollinedia repanda,c.0.-5,1100
Mollinedia repanda,d.-5.-10,2300
Mollinedia repanda,e.-10.-15,2900
Mollinedia repanda,f.-15.-20,2300
Mollinedia tomentosa,a.10.5,1800
Mollinedia tomentosa,b.5.0,1300
Mollinedia tomentosa,c.0.-5,1600
Mollinedia tomentosa,f.-15.-20,400
Monnina aestuans,a.10.5,2300
Monnina aestuans,b.5.0,2500
Morella parvifolia,a.10.5,1400
Morella parvifolia,b.5.0,2200
Morella parvifolia,c.0.-5,1300
Morella parvifolia,d.-5.-10,800
Morella pubescens,a.10.5,3100
Morella pubescens,b.5.0,2400
Morella pubescens,c.0.-5,2900
Morella pubescens,d.-5.-10,3300
Morella pubescens,e.-10.-15,2200
Morella pubescens,f.-15.-20,3100
Morisonia oblongifolia,a.10.5,1000
Morisonia oblongifolia,e.-10.-15,100
Morus alba,a.10.5,1200
Mouriri nigra,a.10.5,600
Mouriri nigra,b.5.0,200
Mouriri nigra,c.0.-5,300
Mouriri nigra,d.-5.-10,300
Mouriri nigra,e.-10.-15,1000
Muntingia calabura,a.10.5,1200
Muntingia calabura,b.5.0,3200
Muntingia calabura,c.0.-5,1400
Muntingia calabura,d.-5.-10,1400
Muntingia calabura,e.-10.-15,1800
Muntingia calabura,f.-15.-20,1400
Myrcia paivae,a.10.5,1900
Myrcia paivae,b.5.0,3400
Myrcia paivae,c.0.-5,2100
Myrcia paivae,d.-5.-10,1000
Myrcia paivae,e.-10.-15,2300
Myrcia paivae,f.-15.-20,2200
Myrcia paive,a.10.5,1900
Myrcia paive,b.5.0,3400
Myrcia paive,c.0.-5,2100
Myrcia paive,d.-5.-10,1000
Myrcia paive,e.-10.-15,2300
Myrcia paive,f.-15.-20,2200
Myrcia splendens,a.10.5,2600
Myrcia splendens,b.5.0,2000
Myrcia splendens,c.0.-5,2300
Myrcia splendens,d.-5.-10,2600
Myrcia splendens,e.-10.-15,2900
Myrcia splendens,f.-15.-20,2300
Myrcia sylvatica,a.10.5,1100
Myrcia sylvatica,b.5.0,1300
Myrcia sylvatica,d.-5.-10,1600
Myrcia sylvatica,e.-10.-15,2100
Myrcia sylvatica,f.-15.-20,600
Myrcianthes myrsinoides,a.10.5,1200
Myrcianthes myrsinoides,c.0.-5,1700
Myrcianthes myrsinoides,d.-5.-10,500
Myrcianthes myrsinoides,e.-10.-15,100
Myrcianthes myrsinoides,f.-15.-20,700
Myrcianthes orthostemon,a.10.5,1100
Myrcianthes orthostemon,b.5.0,900
Myrcianthes orthostemon,c.0.-5,1700
Myrcianthes rhopaloides,a.10.5,1100
Myrcianthes rhopaloides,b.5.0,1500
Myrcianthes rhopaloides,c.0.-5,2300
Myrcianthes rhopaloides,d.-5.-10,1600
Myrcianthes rhopaloides,e.-10.-15,1300
Myrcianthes rhopaloides,f.-15.-20,1000
Myriocarpa stipitata,a.10.5,1700
Myriocarpa stipitata,b.5.0,1400
Myriocarpa stipitata,c.0.-5,1700
Myriocarpa stipitata,d.-5.-10,2300
Myriocarpa stipitata,e.-10.-15,2600
Myriocarpa stipitata,f.-15.-20,1700
Myroxylon balsamum,a.10.5,1300
Myroxylon balsamum,b.5.0,400
Myroxylon balsamum,c.0.-5,1500
Myroxylon balsamum,d.-5.-10,300
Myroxylon balsamum,e.-10.-15,1100
Myroxylon balsamum,f.-15.-20,1300
Myrsine andina,a.10.5,2100
Myrsine andina,b.5.0,1400
Myrsine andina,c.0.-5,2100
Myrsine andina,d.-5.-10,1200
Myrsine andina,e.-10.-15,1800
Myrsine andina,f.-15.-20,700
Myrsine coriacea,a.10.5,2800
Myrsine coriacea,b.5.0,2700
Myrsine coriacea,c.0.-5,1900
Myrsine dependens,a.10.5,1000
Myrsine dependens,b.5.0,2500
Myrsine dependens,c.0.-5,1900
Myrsine dependens,d.-5.-10,1800
Myrsine dependens,e.-10.-15,2600
Myrsine dependens,f.-15.-20,1600
Myrsine guianensis,a.10.5,3100
Myrsine guianensis,b.5.0,3300
Myrsine guianensis,f.-15.-20,600
Myrsine latifolia,a.10.5,2000
Myrsine latifolia,b.5.0,2000
Myrsine latifolia,c.0.-5,2100
Myrsine latifolia,d.-5.-10,2300
Myrsine latifolia,e.-10.-15,1700
Myrsine latifolia,f.-15.-20,2600
Myrsine oligophylla,d.-5.-10,1700
Myrsine oligophylla,e.-10.-15,1600
Myrsine pellucida,a.10.5,2800
Myrsine pellucida,b.5.0,2600
Myrsine pellucida,c.0.-5,1900
Myrsine pellucida,d.-5.-10,2500
Myrsine pellucida,e.-10.-15,3100
Myrsine pellucida,f.-15.-20,2700
Naucleopsis glabra,a.10.5,1600
Naucleopsis glabra,b.5.0,1700
Naucleopsis glabra,c.0.-5,2000
Naucleopsis glabra,e.-10.-15,600
Naucleopsis naga,a.10.5,600
Naucleopsis naga,b.5.0,1100
Naucleopsis naga,c.0.-5,1400
Naucleopsis ulei,a.10.5,300
Naucleopsis ulei,b.5.0,500
Naucleopsis ulei,c.0.-5,1500
Naucleopsis ulei,d.-5.-10,1500
Naucleopsis ulei,e.-10.-15,700
Nectandra acutifolia,a.10.5,2000
Nectandra acutifolia,b.5.0,1600
Nectandra acutifolia,c.0.-5,1300
Nectandra acutifolia,d.-5.-10,1800
Nectandra acutifolia,e.-10.-15,2000
Nectandra acutifolia,f.-15.-20,1500
Nectandra cuspidata,a.10.5,1600
Nectandra cuspidata,b.5.0,700
Nectandra cuspidata,c.0.-5,1400
Nectandra cuspidata,d.-5.-10,1400
Nectandra cuspidata,e.-10.-15,2100
Nectandra cuspidata,f.-15.-20,1700
Nectandra laurel,a.10.5,1000
Nectandra laurel,b.5.0,1500
Nectandra laurel,c.0.-5,2000
Nectandra laurel,d.-5.-10,1500
Nectandra laurel,e.-10.-15,1400
Nectandra laurel,f.-15.-20,1300
Nectandra lineata,a.10.5,1300
Nectandra lineata,b.5.0,1300
Nectandra lineata,c.0.-5,1300
Nectandra lineata,d.-5.-10,200
Nectandra lineatifolia,a.10.5,300
Nectandra lineatifolia,b.5.0,500
Nectandra lineatifolia,c.0.-5,1400
Nectandra lineatifolia,d.-5.-10,1600
Nectandra lineatifolia,e.-10.-15,1600
Nectandra membranacea,a.10.5,1300
Nectandra membranacea,b.5.0,1900
Nectandra membranacea,c.0.-5,2000
Nectandra membranacea,d.-5.-10,2100
Nectandra membranacea,e.-10.-15,2800
Nectandra membranacea,f.-15.-20,2200
Nectandra obtusata,a.10.5,1300
Nectandra obtusata,b.5.0,1300
Nectandra obtusata,c.0.-5,1400
Nectandra obtusata,d.-5.-10,1000
Nectandra obtusata,e.-10.-15,500
Nectandra reticulata,a.10.5,1800
Nectandra reticulata,b.5.0,2200
Nectandra reticulata,c.0.-5,2100
Nectandra reticulata,d.-5.-10,2500
Nectandra reticulata,e.-10.-15,3300
Nectandra reticulata,f.-15.-20,1800
Neea amplifolia,a.10.5,1300
Neea divaricata,a.10.5,1600
Neea divaricata,b.5.0,1800
Neea divaricata,c.0.-5,900
Neea divaricata,d.-5.-10,1400
Neea divaricata,e.-10.-15,900
Neea divaricata,f.-15.-20,600
Neea floribunda,b.5.0,1300
Neea floribunda,c.0.-5,400
Neea floribunda,d.-5.-10,600
Neea floribunda,e.-10.-15,1400
Neea floribunda,f.-15.-20,400
Neea parviflora,b.5.0,800
Neea parviflora,c.0.-5,500
Neea parviflora,d.-5.-10,700
Neea parviflora,e.-10.-15,800
Neea spruceana,b.5.0,700
Neea spruceana,c.0.-5,1300
Neea spruceana,d.-5.-10,1300
Neea spruceana,e.-10.-15,1100
Neea virens,a.10.5,400
Neea virens,c.0.-5,1200
Neea virens,d.-5.-10,1400
Neea virens,e.-10.-15,800
Norantea guianensis,a.10.5,100
Norantea guianensis,b.5.0,1800
Norantea guianensis,c.0.-5,1800
Norantea guianensis,e.-10.-15,100
Notopleura macrophylla,a.10.5,2500
Notopleura macrophylla,b.5.0,2700
Notopleura macrophylla,c.0.-5,2400
Notopleura macrophylla,d.-5.-10,1900
Notopleura macrophylla,e.-10.-15,2500
Notopleura macrophylla,f.-15.-20,2200
Ochroma pyramidale,a.10.5,1600
Ochroma pyramidale,b.5.0,1700
Ochroma pyramidale,c.0.-5,1500
Ochroma pyramidale,d.-5.-10,1500
Ochroma pyramidale,e.-10.-15,3200
Ochroma pyramidale,f.-15.-20,1200
Ocotea aciphylla,a.10.5,1400
Ocotea aciphylla,b.5.0,1300
Ocotea aciphylla,c.0.-5,1900
Ocotea aciphylla,d.-5.-10,2400
Ocotea aciphylla,e.-10.-15,1900
Ocotea aciphylla,f.-15.-20,1700
Ocotea bofo,a.10.5,1300
Ocotea bofo,b.5.0,500
Ocotea bofo,c.0.-5,1700
Ocotea bofo,d.-5.-10,2300
Ocotea bofo,e.-10.-15,1500
Ocotea cernua,a.10.5,1400
Ocotea cernua,b.5.0,1200
Ocotea cernua,c.0.-5,1800
Ocotea cernua,d.-5.-10,1500
Ocotea cernua,e.-10.-15,1600
Ocotea cernua,f.-15.-20,800
Ocotea floribunda,a.10.5,2200
Ocotea floribunda,b.5.0,2700
Ocotea floribunda,c.0.-5,2400
Ocotea floribunda,d.-5.-10,1400
Ocotea floribunda,e.-10.-15,2500
Ocotea floribunda,f.-15.-20,1200
Ocotea guianensis,a.10.5,2900
Ocotea guianensis,b.5.0,3100
Ocotea guianensis,d.-5.-10,700
Ocotea guianensis,e.-10.-15,700
Ocotea guianensis,f.-15.-20,300
Ocotea insularis,a.10.5,1600
Ocotea insularis,b.5.0,2000
Ocotea insularis,c.0.-5,1900
Ocotea insularis,d.-5.-10,1600
Ocotea insularis,e.-10.-15,500
Ocotea javitensis,a.10.5,700
Ocotea javitensis,b.5.0,600
Ocotea javitensis,c.0.-5,2100
Ocotea javitensis,d.-5.-10,1800
Ocotea javitensis,e.-10.-15,1800
Ocotea leucoxylon,a.10.5,1500
Ocotea leucoxylon,b.5.0,1700
Ocotea leucoxylon,c.0.-5,1500
Ocotea leucoxylon,d.-5.-10,1300
Ocotea leucoxylon,e.-10.-15,1200
Ocotea longifolia,a.10.5,2300
Ocotea longifolia,b.5.0,1300
Ocotea longifolia,c.0.-5,1300
Ocotea longifolia,d.-5.-10,1600
Ocotea longifolia,e.-10.-15,1800
Ocotea longifolia,f.-15.-20,1800
Ocotea micans,a.10.5,1800
Ocotea oblonga,a.10.5,1400
Ocotea oblonga,b.5.0,1700
Ocotea oblonga,c.0.-5,1900
Ocotea oblonga,d.-5.-10,1800
Ocotea oblonga,e.-10.-15,1600
Ocotea oblonga,f.-15.-20,1200
Ocotea puberula,a.10.5,900
Ocotea puberula,b.5.0,100
Ocotea puberula,c.0.-5,1800
Ocotea puberula,d.-5.-10,1300
Ocotea puberula,e.-10.-15,2800
Ocotea puberula,f.-15.-20,2800
Ocotea sericea,a.10.5,2200
Ocotea sericea,b.5.0,1200
Ocotea sericea,c.0.-5,100
Ocotea smithiana,a.10.5,1500
Ocotea smithiana,b.5.0,1100
Ocotea smithiana,c.0.-5,600
Ocotea tessmannii,a.10.5,1400
Ocotea tessmannii,b.5.0,300
Ocotea tessmannii,d.-5.-10,1300
Ocotea tessmannii,e.-10.-15,700
Oenocarpus bacaba,b.5.0,100
Oenocarpus bataua,a.10.5,600
Oenocarpus bataua,b.5.0,800
Oenocarpus bataua,c.0.-5,1200
Oenocarpus bataua,d.-5.-10,1200
Oenocarpus bataua,e.-10.-15,1100
Oenocarpus bataua,f.-15.-20,1000
Oenocarpus mapora,b.5.0,2800
Oenocarpus mapora,c.0.-5,900
Oenocarpus mapora,d.-5.-10,900
Oenocarpus mapora,e.-10.-15,1900
Oenocarpus minor,a.10.5,900
Oenocarpus minor,b.5.0,400
Oenocarpus minor,c.0.-5,300
Oenocarpus minor,d.-5.-10,100
Olmedia aspera,a.10.5,1600
Olmedia aspera,b.5.0,3000
Olmedia aspera,c.0.-5,2100
Olmedia aspera,d.-5.-10,2100
Olmedia aspera,e.-10.-15,1500
Olmedia aspera,f.-15.-20,1200
Oreopanax bogotensis,a.10.5,1700
Oreopanax bogotensis,b.5.0,1400
Oreopanax bogotensis,c.0.-5,1500
Oreopanax capitatus,a.10.5,2200
Oreopanax capitatus,b.5.0,900
Oreopanax capitatus,c.0.-5,1400
Oreopanax capitatus,d.-5.-10,1900
Oreopanax capitatus,e.-10.-15,1900
Oreopanax incisus,a.10.5,1700
Oreopanax incisus,b.5.0,2200
Oreopanax incisus,c.0.-5,1500
Oreopanax microflorous,c.0.-5,1600
Oreopanax palamophyllus,b.5.0,500
Oreopanax palamophyllus,c.0.-5,2100
Ossaea micrantha,a.10.5,2000
Ossaea micrantha,b.5.0,1700
Ossaea micrantha,c.0.-5,1500
Osteophloeum platyspermum,a.10.5,100
Osteophloeum platyspermum,b.5.0,700
Osteophloeum platyspermum,c.0.-5,1300
Osteophloeum platyspermum,d.-5.-10,1100
Osteophloeum platyspermum,e.-10.-15,1000
Otoba gordoniifolia,a.10.5,300
Otoba gordoniifolia,b.5.0,1400
Otoba gordoniifolia,c.0.-5,1600
Otoba novogranatensis,a.10.5,1500
Otoba novogranatensis,b.5.0,1600
Otoba novogranatensis,c.0.-5,1600
Otoba parvifolia,b.5.0,1200
Otoba parvifolia,c.0.-5,1600
Otoba parvifolia,d.-5.-10,2400
Otoba parvifolia,e.-10.-15,1600
Otoba parvifolia,f.-15.-20,700
Ouratea amplifolia,a.10.5,1100
Ouratea amplifolia,d.-5.-10,200
Ouratea amplifolia,e.-10.-15,300
Ouratea pendula,c.0.-5,100
Ouratea pendula,d.-5.-10,500
Ouratea pendula,e.-10.-15,100
Palicourea amethystina,a.10.5,700
Palicourea amethystina,b.5.0,2700
Palicourea amethystina,c.0.-5,2600
Palicourea amethystina,d.-5.-10,2300
Palicourea amethystina,e.-10.-15,1800
Palicourea amethystina,f.-15.-20,2100
Palicourea andaluciana,a.10.5,2100
Palicourea angustifolia,a.10.5,2000
Palicourea angustifolia,b.5.0,2100
Palicourea angustifolia,c.0.-5,800
Palicourea angustifolia,d.-5.-10,400
Palicourea apicata,a.10.5,2100
Palicourea apicata,b.5.0,1900
Palicourea apicata,c.0.-5,1300
Palicourea calophlebia,b.5.0,800
Palicourea calophlebia,c.0.-5,600
Palicourea demissa,a.10.5,2000
Palicourea demissa,b.5.0,2700
Palicourea demissa,c.0.-5,2500
Palicourea demissa,d.-5.-10,1400
Palicourea garciae,a.10.5,2300
Palicourea garciae,b.5.0,3200
Palicourea garciae,c.0.-5,1600
Palicourea garciae,d.-5.-10,400
Palicourea garciae,e.-10.-15,300
Palicourea guianensis,a.10.5,1700
Palicourea guianensis,b.5.0,3400
Palicourea guianensis,c.0.-5,2000
Palicourea guianensis,d.-5.-10,1600
Palicourea guianensis,e.-10.-15,1800
Palicourea guianensis,f.-15.-20,1600
Palicourea latifolia,b.5.0,100
Palicourea latifolia,d.-5.-10,400
Palicourea latifolia,e.-10.-15,800
Palicourea luteonivea,b.5.0,800
Palicourea luteonivea,c.0.-5,1700
Palicourea luteonivea,d.-5.-10,1100
Palicourea luteonivea,e.-10.-15,700
Palicourea lyristipula,a.10.5,1200
Palicourea lyristipula,b.5.0,2100
Palicourea lyristipula,c.0.-5,1300
Palicourea lyristipula,d.-5.-10,3000
Palicourea lyristipula,e.-10.-15,400
Palicourea obovata,c.0.-5,1800
Palicourea obovata,d.-5.-10,1400
Palicourea obovata,e.-10.-15,3200
Palicourea pyramidalis,a.10.5,700
Palicourea pyramidalis,b.5.0,1800
Palicourea pyramidalis,c.0.-5,1600
Palicourea stipularis,a.10.5,1100
Palicourea stipularis,b.5.0,2700
Palicourea stipularis,c.0.-5,1700
Palicourea stipularis,d.-5.-10,700
Palicourea stipularis,e.-10.-15,1500
Palicourea stipularis,f.-15.-20,1900
Palicourea sulphurea,a.10.5,2200
Palicourea sulphurea,b.5.0,1300
Palicourea sulphurea,c.0.-5,400
Palicourea sulphurea,d.-5.-10,2000
Palicourea sulphurea,e.-10.-15,1400
Palicourea thyrsiflora,a.10.5,1300
Palicourea thyrsiflora,b.5.0,2200
Palicourea thyrsiflora,c.0.-5,2500
Palicourea thyrsiflora,d.-5.-10,2700
Palicourea thyrsiflora,e.-10.-15,2000
Palicourea thyrsiflora,f.-15.-20,2300
Palicourea weberbaueri,a.10.5,700
Palicourea weberbaueri,b.5.0,1800
Palicourea weberbaueri,c.0.-5,2200
Palicourea weberbaueri,d.-5.-10,1500
Palicourea weberbaueri,e.-10.-15,700
Panopsis metcalfii,a.10.5,300
Panopsis metcalfii,c.0.-5,500
Panopsis mucronata,a.10.5,300
Panopsis mucronata,e.-10.-15,800
Panopsis polystachya,a.10.5,400
Panopsis polystachya,b.5.0,2100
Panopsis polystachya,c.0.-5,400
Panopsis rubescens,a.10.5,1300
Panopsis rubescens,b.5.0,1300
Panopsis rubescens,c.0.-5,100
Panopsis rubescens,e.-10.-15,2300
Parathesis adenanthera,a.10.5,600
Parathesis adenanthera,b.5.0,100
Parathesis adenanthera,c.0.-5,1400
Parathesis adenanthera,d.-5.-10,300
Parathesis adenanthera,e.-10.-15,1400
Parathesis adenanthera,f.-15.-20,700
Passiflora arborea,a.10.5,1500
Passiflora arborea,b.5.0,2300
Passiflora arborea,c.0.-5,100
Passiflora arborea,d.-5.-10,400
Passiflora macrophylla,a.10.5,100
Passiflora macrophylla,b.5.0,1300
Passiflora macrophylla,c.0.-5,1800
Paullinia capreolata,a.10.5,1300
Paullinia capreolata,b.5.0,1200
Paullinia capreolata,c.0.-5,1800
Paullinia capreolata,d.-5.-10,1700
Paullinia capreolata,e.-10.-15,1100
Pausandra trianae,b.5.0,300
Pausandra trianae,c.0.-5,700
Pausandra trianae,e.-10.-15,600
Pausandra trianae,f.-15.-20,700
Peltogyne paniculata,a.10.5,1000
Pentacalia theifolia,b.5.0,1000
Pentacalia theifolia,c.0.-5,600
Pentagonia macrophylla,a.10.5,1300
Pentagonia macrophylla,b.5.0,1200
Pentagonia macrophylla,c.0.-5,1200
Peperomia elongata,a.10.5,900
Peperomia elongata,b.5.0,600
Peperomia elongata,c.0.-5,1400
Peperomia elongata,e.-10.-15,100
Peperomia elongata,f.-15.-20,900
Pera arborea,a.10.5,900
Pera arborea,b.5.0,1200
Pera glabrata,a.10.5,1100
Pera glabrata,b.5.0,600
Pera glabrata,e.-10.-15,100
Perebea angustifolia,b.5.0,1700
Perebea angustifolia,c.0.-5,1100
Perebea angustifolia,d.-5.-10,1700
Perebea angustifolia,e.-10.-15,900
Perebea guianensis,a.10.5,1600
Perebea guianensis,b.5.0,1100
Perebea guianensis,c.0.-5,1300
Perebea guianensis,d.-5.-10,1100
Perebea guianensis,e.-10.-15,1500
Perebea guianensis,f.-15.-20,1900
