species,min_elevation,max_elevation,range
Vassobia breviflora,1700,2200,500
Xylosma longipetiolata,200,1000,800
Xylosma pubescens,0,1500,1500
Zanthoxylum petiolare,1000,1300,300
Bunchosia lindeniana,1500,1500,0
Calycophyllum multiflorum,700,900,200
Cedrela balansae,0,400,400
Ceiba chodatii,800,1000,200
Erythroxylum argentinum,500,500,0
Gleditsia amorphoides,1700,1700,0
Pseudobombax argentinum,0,0,0
Cestrum parqui,900,900,0
